Address,Annual Flow,Average Hours Per Week,City,Coal,Comments,District Cool,District Heat,Electricity,Emission Factor1,Emission Factor2,Energy Intensity (ekWh/Mega Litres),Energy Intensity (ekWh/sqft),Fuel Oil 1 & 2,Fuel Oil 4 & 6,GHG Emissions (Kg),Natural Gas,Operation Name,Operation Type,Postal Code,Propane,Renewable1,Renewable2,Total Floor Area,Unit1,Unit10,Unit2,Unit3,Unit4,Unit5,Unit6,Unit7,Unit8,Unit9,Wood,year
1439 STAFFORDSHIRE RD,2461.611,168,London,0.0,,0.0,0.0,85064.72,,,  35 ,  65 ,0.0,0.0,"  8,225 ",  30 ,HYDE PARK PUMP STN,Facilities related to the pumping of sewage,N6H 5P8,0.0,,,1313,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
80 TECUMSEH AVE W,6.287999999999999,168,London,0.0,,0.0,0.0,1894.2,,,  301 ,  -   ,0.0,0.0,  182 ,  -   ,MANOR PARK PUMP STN,Facilities related to the pumping of sewage,N6C 1S1,0.0,,,0,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1424 CORLEY DR,4047.548,168,London,0.0,,0.0,0.0,796173.05,,,  197 ,  -   ,0.0,0.0,"  76,464 ",  -   ,MEDWAY PUMP STN,Facilities related to the pumping of sewage,N6G 2K4,0.0,,,0,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
19 1/2 BENSON CRES,218.998,168,London,0.0,,0.0,0.0,34344.02,,,  157 ,  114 ,0.0,0.0,"  3,298 ",  -   ,NORTHRIDGE PUMP STN,Facilities related to the pumping of sewage,N5X 2B1,0.0,,,300,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
31 1/2 PAARDEBURG CRES,74.992,168,London,0.0,,0.0,0.0,15610.52,,,  208 ,  156 ,0.0,0.0,"  1,499 ",  -   ,PAARDEBURG PUMP STN,Facilities related to the pumping of sewage,N5Y 1B9,0.0,,,100,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
58 PITCARNIE CRES,9.565,168,London,0.0,,0.0,0.0,7476.17,,,  782 ,  75 ,0.0,0.0,  718 ,  -   ,PITCARNIE PUMP STN,Facilities related to the pumping of sewage,N6G 4N3,0.0,,,100,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1121 COMMISSIONERS RD E,7731.630999999999,168,London,0.0,,0.0,0.0,58201.25,,,  8 ,  57 ,0.0,0.0,"  5,590 ",  -   ,POND MILLS PUMP STN,Facilities related to the pumping of sewage,N5Z 4L9,0.0,,,1020,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
2120 KAINS RD,176.675,168,London,0.0,,0.0,0.0,215294.69,,,"  1,219 ",  57 ,0.0,0.0,"  20,677 ",  -   ,RIVER BEND PUMP STN,Facilities related to the pumping of sewage,N6K 0C1,0.0,,,3800,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1251 SANDFORD,151.41299999999998,168,London,0.0,,0.0,0.0,26926.34,,,  178 ,  269 ,0.0,0.0,"  2,586 ",  -   ,SANDFORD PUMP STN,Facilities related to the pumping of sewage,N5V 3Y1,0.0,,,100,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
100 DENNIS AVE,94942.0,168,London,0.0,,0.0,0.0,185315.32,,,  2 ,  290 ,0.0,0.0,"  17,798 ",  -   ,SOUTHLAND POLLUTION PLANT,Facilities related to the treatment of sewage,N6P 1B5,0.0,,,640,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
3938 WEST GRAHAM PL,89.774,168,London,0.0,,0.0,0.0,100718.28,,,"  1,122 ",  234 ,0.0,0.0,"  9,673 ",  -   ,SOUTHWINDS PUMP STN,Facilities related to the pumping of sewage,N6P 1G3,0.0,,,430,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
135 OPTIMIST PK DR,105.676,168,London,0.0,,0.0,0.0,38159.05,,,  361 ,  61 ,0.0,0.0,"  3,665 ",  -   ,SUMMERCREST PUMP STN,Facilities related to the pumping of sewage,N6K 4M1,0.0,,,625,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
18 MACKELLAR AVE,143.39700000000002,168,London,0.0,,0.0,0.0,28482.4,,,  199 ,  -   ,0.0,0.0,"  2,735 ",  -   ,SUNNINGHILL PUMP STN,Facilities related to the pumping of sewage,N6H 3L9,0.0,,,0,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
6664 PACK RD,135.571,168,London,0.0,,0.0,0.0,72772.38,,,  537 ,  371 ,0.0,0.0,"  6,989 ",  -   ,TALBOT VILLAGE PUMP STN,Facilities related to the pumping of sewage,N6P 1M1,0.0,,,196,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
2264 TRAFALGAR ST,623.9730000000001,168,London,0.0,,0.0,0.0,102968.62,,,  165 ,  64 ,0.0,0.0,"  9,889 ",  -   ,TRAFALGAR PUMP STN,Facilities related to the pumping of sewage,N5V 4Z8,0.0,,,1600,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
27 VICTORIA ST,25.985,168,London,0.0,,0.0,0.0,7933.52,,,  305 ,  -   ,0.0,0.0,  762 ,  -   ,VICTORIA PUMP STN,Facilities related to the pumping of sewage,N6A 2B3,0.0,,,0,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
3129 POMEROY LN,21.486,168,London,0.0,,0.0,0.0,25270.92,,,"  1,176 ",  -   ,0.0,0.0,"  2,427 ",  -   ,WESTFIELD VILLAGE PUMP STN,Facilities related to the pumping of sewage,N6P 0B6,0.0,,,0,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
603 WONDERLAND RD S,1304.647,168,London,0.0,,0.0,0.0,90693.14,,,  70 ,  68 ,0.0,0.0,"  8,710 ",  -   ,WESTMOUNT PUMP STN,Facilities related to the pumping of sewage,N6J 4G7,0.0,,,1335,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
4695 DINGMAN DR,1430.0,168,London,0.0,,0.0,0.0,1738366.4,,,"  1,216 ",  -   ,0.0,0.0,"  166,953 ",  -   ,WONDERLAND PUMP STN,Facilities related to the pumping of sewage,N6L 1H4,0.0,,,0,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
13966 MEDWAY RD,40074.0,168,Arva,0.0,,0.0,0.0,5708001.73,,,  142 ,  732 ,0.0,0.0,"  548,196 ",  -   ,ARVA PUMPING,Facilities related to the pumping of water,N0M 1C0,0.0,,,7800,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
2835 CLARKE RD,2.562,168,London,0.0,,0.0,0.0,79891.75,,,"  31,183 ",  -   ,0.0,0.0,"  7,673 ",  -   ,FANSHAWE WELLS,Facilities related to the pumping of water,N5X 3Y7,0.0,,,0,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1439 STAFFORDSHIRE RD,1916.0,168,London,0.0,,0.0,0.0,174207.38,,,  91 ,  133 ,0.0,0.0,"  16,731 ",  -   ,HYDE PARK PUMP STN,Facilities related to the pumping of water,N6H 5P8,0.0,,,1313,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
500 HYDE PARK RD,1.0,168,London,0.0,,0.0,0.0,13042.59,,,"  13,043 ",  186 ,0.0,0.0,"  1,253 ",  -   ,HYDE PARK WELL,Facilities related to the pumping of water,N6H 4Z9,0.0,,,70,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1121 COMMISSIONERS RD E,7731.630999999999,168,London,0.0,,0.0,0.0,372039.95,,,"  10,214 ",  -   ,0.0,0.0,"  14,017,938 ","  7,395,540 ",POND MILLS PUMP STN,Facilities related to the pumping of water,N5Z 4L9,0.0,,,0,,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
844 COMMISSIONERS RD W,4358.016,168,London,0.0,,0.0,0.0,831318.14,,,  191 ,  -   ,0.0,0.0,"  79,840 ",  -   ,SPRINGBANK PUMP STN/# 3 RES(split),Facilities related to the pumping of water,N6K 1C2,0.0,,,0,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
2080 WICKERSON RD,259.914,168,London,0.0,,0.0,0.0,109033.81,,,  419 ,  97 ,0.0,0.0,"  10,472 ",  -   ,WICKERSON PUMP STN,Facilities related to the pumping of water,N6K 5C4,0.0,,,1120,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
603 WONDERLAND RD S,7900.464,168,London,0.0,,0.0,0.0,207330.87,,,  26 ,  169 ,0.0,0.0,"  19,912 ",  -   ,WONDERLAND RD S PUMP STN WSTM,Facilities related to the pumping of water,N6H 3E5,0.0,,,1224,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1201 ADELAIDE ST N,8557.0,168,London,0.0,,0.0,0.0,4030935.21,,,  604 ,  401 ,0.0,0.0,"  590,165 ","  107,390 ",ADELAIDE PCP,Facilities related to the treatment of sewage,N5Y 2N4,0.0,,,12900,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
109 GREENSIDE AVE,42025.0,168,London,0.0,,0.0,0.0,22818456.87,,,  706 ,  825 ,0.0,0.0,"  3,410,649 ","  644,847 ",GREENWAY PCC,Facilities related to the treatment of sewage,N6J 2X5,0.0,,,35952,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1570 OXFORD ST W,3302.0,168,London,0.0,,0.0,0.0,3376665.36,,,"  1,023 ",  540 ,0.0,0.0,"  324,295 ",  -   ,OXFORD PCP,Facilities related to the treatment of sewage,N6H 1W2,0.0,,,6255,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1139 HAMILTON RD,8556.0,168,London,0.0,,0.0,0.0,4747488.91,,,  643 ,  461 ,0.0,0.0,"  590,351 ","  71,089 ",POTTERSBURG PCP,Facilities related to the treatment of sewage,N5W 1B1,0.0,,,11930,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
54 PRICE ST,5330.0,168,London,0.0,,0.0,0.0,2858783.07,,,  609 ,  -   ,0.0,0.0,"  343,323 ","  36,372 ",VAUXHALL PCP,Facilities related to the treatment of sewage,N5Z 2H9,0.0,,,0,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
400 HORTON ST E,0.0,168,London,0.0,,0.0,0.0,382985.1,,,  -   ,  28 ,0.0,0.0,"  130,512 ","  49,576 ",FIRE HALL # 01,Fire stations and associated offices and facilities,N6B 1L7,0.0,,,32937,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1103 FLORENCE ST,0.0,168,London,0.0,,0.0,0.0,403673.0,,,  -   ,  35 ,0.0,0.0,"  122,418 ","  44,244 ",FIRE HALL # 02,Fire stations and associated offices and facilities,N5W 2M7,0.0,,,24700,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
550 COMMISSIONERS RD W,0.0,168,London,0.0,,0.0,0.0,70782.7,,,  -   ,  37 ,0.0,0.0,"  47,735 ","  21,653 ",FIRE HALL # 03,Fire stations and associated offices and facilities,N6K 1B7,0.0,,,8052,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
807 COLBORNE ST,0.0,168,London,0.0,,0.0,0.0,76110.99,,,  -   ,  35 ,0.0,0.0,"  21,641 ","  7,580 ",FIRE HALL # 04,Fire stations and associated offices and facilities,N6A 3Z8,0.0,,,4418,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
751 DEVERON CRES,0.0,168,London,0.0,,0.0,0.0,82130.57,,,  -   ,  27 ,0.0,0.0,"  32,759 ","  13,155 ",FIRE HALL # 05,Fire stations and associated offices and facilities,N5Z 5E6,0.0,,,8120,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
590 OXFORD ST W,0.0,168,London,0.0,,0.0,0.0,90304.24,,,  -   ,  32 ,0.0,0.0,"  46,844 ","  20,190 ",FIRE HALL # 06,Fire stations and associated offices and facilities,N6H 1T9,0.0,,,9666,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1295 WEBSTER ST,0.0,168,London,0.0,,0.0,0.0,49471.9,,,  -   ,  31 ,0.0,0.0,"  32,334 ","  14,589 ",FIRE HALL # 07,Fire stations and associated offices and facilities,N5V 3P8,0.0,,,6594,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1565 WESTERN RD,0.0,168,London,0.0,,0.0,0.0,61395.17,,,  -   ,  37 ,0.0,0.0,"  37,881 ","  16,918 ",FIRE HALL # 08,Fire stations and associated offices and facilities,N6G 1H5,0.0,,,6594,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
746 WELLINGTON RD,0.0,168,London,0.0,,0.0,0.0,125673.19,,,  -   ,  24 ,0.0,0.0,"  56,341 ","  23,416 ",FIRE HALL # 09,Fire stations and associated offices and facilities,N6C 4R2,0.0,,,15388,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
2125 TRAFALGAR ST,0.0,168,London,0.0,,0.0,0.0,116282.66,,,  -   ,  35 ,0.0,0.0,"  47,402 ","  19,165 ",FIRE HALL # 10,Fire stations and associated offices and facilities,N5V 4Z7,0.0,,,9063,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
7109 WESTMINSTER DR,0.0,168,London,0.0,,0.0,0.0,88559.97,,,  -   ,  32 ,0.0,0.0,"  49,842 ","  21,864 ",FIRE HALL # 11,Fire stations and associated offices and facilities,N6P 1N4,0.0,,,10187,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
275 BOLER RD,0.0,168,London,0.0,,0.0,0.0,252605.83,,,  -   ,  55 ,0.0,0.0,"  96,944 ","  38,444 ",FIRE HALL # 12,Fire stations and associated offices and facilities,N6K 2J9,0.0,,,12000,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
275 BOLER RD,0.0,168,London,0.0,,0.0,0.0,13.39,,,  -   ,  0 ,0.0,0.0,  1 ,  -   ,FIRE HALL # 12-GREY BOX SEASONAL,Fire stations and associated offices and facilities,N6K 2J9,0.0,,,100,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
790 FANSHAWE PK RD E,0.0,168,London,0.0,,0.0,0.0,35700.48,,,  -   ,  19 ,0.0,0.0,"  12,154 ","  4,615 ",FIRE HALL # 13,Fire stations and associated offices and facilities,N5X 1L5,0.0,,,4400,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
2225 HYDE PARK RD,0.0,168,London,0.0,,0.0,0.0,71243.43,,,  -   ,  19 ,0.0,0.0,"  22,693 ","  8,384 ",FIRE HALL # 14,Fire stations and associated offices and facilities,N6H 5K2,0.0,,,8429,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
675 GROSVENOR ST,0.0,126,London,0.0,,0.0,0.0,991494.71,,,  -   ,  38 ,0.0,0.0,"  274,334 ","  94,736 ",CARLING ARENA,Indoor ice rinks,N5Y 3T5,0.0,,,52390,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
411 TECUMSEH AVE E,0.0,126,London,0.0,,0.0,0.0,686768.45,,,  -   ,  27 ,0.0,0.0,"  129,653 ","  33,690 ",FARQUHARSON ARENA,Indoor ice rinks,N6C 1T4,0.0,,,38573,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
370 CHIPPENDALE CRES,0.0,126,London,0.0,,0.0,0.0,469494.68,,,  -   ,  31 ,0.0,0.0,"  124,276 ","  41,883 ",GLEN CAIRN ARENA & POOL,Indoor ice rinks,N5Z 3G2,0.0,,,29370,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
20 GRANVILLE ST,0.0,126,London,0.0,,0.0,0.0,1039617.68,,,  -   ,  42 ,0.0,0.0,"  334,400 ","  124,062 ",KINSMEN ARENA SPLASH PAD,Indoor ice rinks,N6H 1J3,0.0,,,56520,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
7112  BEATTIE ST,0.0,126,London,0.0,,0.0,0.0,690525.78,,,  -   ,  18 ,0.0,0.0,"  66,318 ",  -   ,LAMBETH ARENA,Indoor ice rinks,N6P 1A2,0.0,,,38519,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
119 SHERWOOD FOREST SQ,0.0,126,London,0.0,,0.0,0.0,469131.93,,,  -   ,  55 ,0.0,0.0,"  206,049 ","  85,153 ",MEDWAY ARENA & SPLASH,Indoor ice rinks,N6G 2C3,0.0,,,25022,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
799 HOMEVIEW RD,0.0,126,London,0.0,,0.0,0.0,2002974.42,,,  -   ,  44 ,0.0,0.0,"  424,763 ","  122,921 ",NICHOLS ARENA,Indoor ice rinks,N6C 5S6,0.0,,,75560,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
825 VALETTA,0.0,126,London,0.0,,0.0,0.0,392108.46,,,  -   ,  31 ,0.0,0.0,"  134,594 ","  51,272 ",OAKRIDGE ARENA-SPL PAD-POOL,Indoor ice rinks,N6H 2Z2,0.0,,,29989,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
50 SYCAMORE ST,0.0,126,London,0.0,,0.0,0.0,270271.9,,,  -   ,  22 ,0.0,0.0,"  75,930 ","  26,432 ",SILVERWOOD ARENA,Indoor ice rinks,N5Z 1K8,0.0,,,25032,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1948 WAVELL ST,0.0,126,London,0.0,,0.0,0.0,1065479.68,,,  -   ,  45 ,0.0,0.0,"  307,320 ","  108,425 ",ARGYLE ARENA,Indoor recreational facilities,N5V 1P4,0.0,,,49260,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1221 SANDFORD,0.0,126,London,0.0,,0.0,0.0,1640024.43,,,  -   ,  40 ,0.0,0.0,"  408,752 ","  132,889 ",STRONACH ARENA & POOL & SPLASH,Indoor recreational facilities,N5V 2J8,0.0,,,76692,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1045 WONDERLAND RD N,0.0,126,London,0.0,,0.0,0.0,2005738.44,,,  -   ,  69 ,0.0,0.0,"  461,719 ","  142,327 ",CANADA GAMES AQUATIC CTR,Indoor swimming pools,N6G 2Y9,0.0,,,51248,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
654 ELIZABETH ST,0.0,126,London,0.0,,0.0,0.0,1014182.69,,,  -   ,  87 ,0.0,0.0,"  97,402 ",  -   ,CARLING HEIGHTS OCC-POOL (Internal meter),Indoor swimming pools,N5Y 6L3,0.0,,,11690,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
565 BRADLEY AVE,0.0,126,London,0.0,,0.0,0.0,669354.61,,,  -   ,  75 ,0.0,0.0,"  187,691 ","  65,273 ",SOUTH LONDON POOL - TVDSB,Indoor swimming pools,N63 3Z8,0.0,,,18116,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1153 ADELAIDE ST N,0.0,168,London,0.0,,0.0,0.0,371534.77,,,  -   ,  67 ,0.0,0.0,"  274,134 ","  126,123 ",ADELAIDE OPS CTRE - 1153,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Y 2N4,0.0,,,25685,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
3901 WEST GRAHAM PL,0.0,168,London,0.0,,0.0,0.0,57694.78,,,  -   ,  70 ,0.0,0.0,"  5,541 ",  -   ,ADMIN-PCP,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6P 1G4,0.0,,,825,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
663 BATHURST ST,0.0,50,London,0.0,,0.0,0.0,760000.94,,,  -   ,  145 ,0.0,0.0,"  197,731 ","  65,979 ",AJ TYLER - MAIN BLDG & (E) WATER/SEWER BLDG,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Z 1P8,0.0,,,10068,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
663 BATHURST ST,0.0,50,London,0.0,,0.0,0.0,21742.31,,,  -   ,  26 ,0.0,0.0,"  27,225 ","  13,296 ",AJ TYLER BLDG -# 1 WATER STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Z 1P8,0.0,,,6200,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
663 BATHURST ST,0.0,50,London,0.0,,0.0,0.0,216.53,,,  -   ,  750 ,0.0,0.0,"  219,263 ","  115,962 ",AJ TYLER BLDG- STORES BLDG,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Z 1P8,0.0,,,1643,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
663 BATHURST ST,0.0,50,London,0.0,,0.0,0.0,39422.91,,,  -   ,  37 ,0.0,0.0,"  37,152 ","  17,648 ",AJ TYLER BLDG-# 2 SEWER STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Z 1P8,0.0,,,6200,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
663 BATHURST ST,0.0,50,London,0.0,,0.0,0.0,0.0,,,  -   ,  14 ,0.0,0.0,"  15,017 ","  7,943 ",AJ TYLER BLDG-WATER/SEWER BLDG,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Z 1P8,0.0,,,6000,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
136 CAVENDISH CRES,0.0,168,London,0.0,,0.0,0.0,11044.51,,,  -   ,  40 ,0.0,0.0,"  5,096 ","  2,134 ",CAVENDISH OPS CTRE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6H 1A6,0.0,,,850,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
707 EXETER RD,0.0,126,London,0.0,,0.0,0.0,680431.75,,,  -   ,  26 ,0.0,0.0,"  206,259 ","  74,531 ",EXETER RD OC,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6E 1L3,0.0,,,57100,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
199 WONDERLAND RD S,0.0,60,London,0.0,,0.0,0.0,25580.18,,,  -   ,  20 ,0.0,0.0,"  19,342 ","  8,931 ",MCMANUS BOATHOUSE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6K 3T3,0.0,,,6127,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1570 OXFORD ST W,0.0,80,London,0.0,,0.0,0.0,8050.045987,,,  -   ,  40 ,0.0,0.0,"  28,200 ","  14,507 ",OXFORD OPS CTRE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6H 1W2,0.0,,,4065,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
645 SPRINGBANK DR,0.0,70,London,0.0,,0.0,0.0,53504.7,,,  -   ,  21 ,0.0,0.0,"  18,418 ","  7,024 ",ROSE GARDEN - OFFICE/STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6K 4T1,0.0,,,6240,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
