Address,Annual Flow,Average Hours Per Week,City,Coal,Comments,District Cool,District Heat,Electricity,Emission Factor1,Emission Factor2,Energy Intensity (ekWh/Mega Litres),Energy Intensity (ekWh/sqft),Fuel Oil 1 & 2,Fuel Oil 4 & 6,GHG Emissions (Kg),Natural Gas,Operation Name,Operation Type,Postal Code,Propane,Renewable1,Renewable2,Total Floor Area,Unit1,Unit10,Unit2,Unit3,Unit4,Unit5,Unit6,Unit7,Unit8,Unit9,Wood,year
565 BRADLEY AVE,,126,LONDON,,,,,"850,159.48387",,,0.00000,123.34397,,,"280,282.70533","130,256.77419",SOUTH LONDON POOL - TVDSB,Indoor swimming pools,N63 3Z8,,,,"18,116.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
10 HAZELWOOD AVE,,168,LONDON,,,,,"63,204.35458",,,0.00000,13.63338,,,"2,528.86943",,SOUTHCREST POOL,Other,N6J 3K1,,,,"4,636.00",Square feet,,kWh,,,,,,,,,2014
237 DEVERON CRES,,168,LONDON,,,,,"11,624.24318",,,0.00000,10.21462,,,465.09759,,SOUTHEAST OPT PK-FLD HS-SPL PAD,Other,N5Z 4J7,,,,"1,138.00",Square feet,,kWh,,,,,,,,,2014
100 DENNIS AVE,102.565,168,LONDON,,,,,"181,325.85501",,,"1,767.91162",0.00000,,,"7,255.02878",,SOUTHLAND POLLUTION PLANT,Facilities related to the pumping of sewage,N6P 1B5,,,,0.00,Square feet,,kWh,,,,,,,,,2014
682 SOUTHDALE RD W,,168,LONDON,,,,,"34,636.54515",,,0.00000,19.97494,,,"1,385.84281",,SOUTHWEST OPT PARK 1-2,Other,N6K 4W7,,,,"1,734.00",Square feet,,kWh,,,,,,,,,2014
3938 WEST GRAHAM PL,96.74,168,LONDON,,,,,"104,702.15413",,,"1,082.30467",0.00000,,,"4,189.23789",,SOUTHWINDS PUMP STN,Facilities related to the pumping of sewage,N6P 1G3,,,,0.00,Square feet,,kWh,,,,,,,,,2014
205 WONDERLAND RD S,,126,LONDON,,,,,"31,286.91755",,,0.00000,37.83986,,,"11,976.31123","5,672.45172",SPRINGBANK GARDENS COM CTRE,Community centres,N6K 3T3,,,,"2,420.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
1085 COMMISSIONERS RD W,,168,LONDON,,,,,"41,015.72099",,,0.00000,40.97475,,,"1,641.08001",,SPRINGBANK PARK WASHROOM,Other,N6K 1C5,,,,"1,001.00",Square feet,,kWh,,,,,,,,,2014
1085 COMMISSIONERS RD W,,168,LONDON,,,,,"5,317.89091",,,0.00000,6.11955,,,212.77413,,SPRINGBANK PARK-CONCESSION,Other,N6K 1C5,,,,869.00,Square feet,,kWh,,,,,,,,,2014
1097 SPRINGBANK DR,,70,LONDON,,,,,"1,886.50142",,,0.00000,13.78803,,,"4,088.72992","2,122.70803",SPRINGBANK PARK-FLINT COTTAGE,Community centres,N6K 1C5,,,,"1,773.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
1085 COMMISSIONERS RD W,,168,LONDON,,,,,"7,561.63324",,,0.00000,4.62485,,,302.54851,,SPRINGBANK PARK-FLINT SHELTER,Other,N6K 1C6,,,,"1,635.00",Square feet,,kWh,,,,,,,,,2014
1085 COMMISSIONERS RD W,,168,LONDON,,,,,590.41523,,,0.00000,0.36111,,,23.62310,,SPRINGBANK PARK-PUMP HOUSE LIGHTS,Other,N6K 1C7,,,,"1,635.00",Square feet,,kWh,,,,,,,,,2014
1085 COMMISSIONERS RD W,,168,LONDON,,,,,"103,187.93246",,,0.00000,18.78535,,,"4,128.65237",,SPRINGBANK PARK-PUMP HOUSE,Other,N6K 1C6,,,,"5,493.00",Square feet,,kWh,,,,,,,,,2014
883 SPRINGBANK DR,,168,LONDON,,,,,"1,518.40000",,,0.00000,0.47317,,,60.75270,,SPRINGBANK PMP HSE  FCV #8-12,Other,N6K 1A5,,,,"3,209.00",Square feet,,kWh,,,,,,,,,2014
844 COMMISSIONERS RD W,3824.9,168,LONDON,,,,,"765,622.00021",,,200.16785,0.00000,,,"30,633.30185",,SPRINGBANK PUMP STN/# 3 RES(split),Facilities related to the pumping of water,N6K 1C2,,,,0.00,Square feet,,kWh,,,,,,,,,2014
15 TOMMY HUNTER WAY,,168,LONDON,,,,,"3,664.19590",,,0.00000,6.59028,,,146.60814,,ST JULIEN PARK-FIELD HOUSE,Other,N5Z 2T4,,,,556.00,Square feet,,kWh,,,,,,,,,2014
10 BECHER ST,64.2,168,LONDON,,,,,"10,007.97839",,,169.58413,0.00000,,,556.85626,82.73818,STANLEY STREET PUMP STN,Facilities related to the pumping of sewage,N6C 1B1,,,,0.00,Square feet,,kWh,Cubic Meter,,,,,,,,2014
1207 ADELAIDE ST N,,168,LONDON,,,,,"70,532.46621",,,0.00000,26.00755,,,"2,822.07451",,STONEYBROOK RECREATION,Other,N5X 1J9,,,,"2,712.00",Square feet,,kWh,,,,,,,,,2014
1220 ADELAIDE ST N,,70,LONDON,,,,,"17,260.67923",,,0.00000,7.07405,,,690.61704,,STORAGE BUILDING,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Y 2N4,,,,"2,440.00",Square feet,,kWh,,,,,,,,,2014
1958 STORYBOOK LN,,168,LONDON,,,,,"6,018.79347",,,0.00000,5.73218,,,240.81795,,STORYBOOK -CONCESSION-PIECES OF 8,Other,N6K 4Y6,,,,"1,050.00",Square feet,,kWh,,,,,,,,,2014
1958 STORYBOOK LN,,168,LONDON,,,,,"1,545.07000",,,0.00000,0.10805,,,61.81980,,STORYBOOK PLAYWORLD,Other,N6K 4Y6,,,,"14,300.00",Square feet,,kWh,,,,,,,,,2014
1221 SANDFORD ST,,168,LONDON,,,,,"36,067.49536",,,0.00000,20.03750,,,"1,443.09656",,STRONACH - STADIUM/CONCESSION,Other,N5V 2J8,,,,"1,800.00",Square feet,,kWh,,,,,,,,,2014
1221 SANDFORD,,126,LONDON,,,,,"1,542,879.27673",,,0.00000,39.31025,,,"323,575.98248","138,495.76872",STRONACH ARENA & POOL & SPLASH,Indoor recreational facilities,N5V 2J8,,,,"76,692.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
135 OPTIMIST PK DR,326.27,168,LONDON,,,,,"41,856.74733",,,128.28868,0.00000,,,"1,674.73032",,SUMMERCREST PUMP STN,Facilities related to the pumping of sewage,N6K 4M1,,,,0.00,Square feet,,kWh,,,,,,,,,2014
18 MACKELLAR AVE,158.44,168,LONDON,,,,,"25,505.36678",,,160.97808,0.00000,,,"1,020.49523",,SUNNINGHILL PUMP STN,Facilities related to the pumping of sewage,N6H 3L9,,,,0.00,Square feet,,kWh,,,,,,,,,2014
6664 PACK RD,141.67,168,LONDON,,,,,"74,220.77841",,,523.89905,0.00000,,,"2,969.64756",,TALBOT VILLAGE PUMP STN,Facilities related to the pumping of sewage,N6P 1M1,,,,0.00,Square feet,,kWh,,,,,,,,,2014
652 ELIZABETH ST,,70,LONDON,,,,,"32,167.34475",,,0.00000,26.91141,,,"73,695.05276","38,298.40848",T-BLOCK(NG shared WOLSELY),"Administrative offices and related facilities, including municipal council chambers",N5Y 4T7,,,,"16,320.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
850 SUNNINGHILL AVE,,168,LONDON,,,,,"20,827.46598",,,0.00000,21.92365,,,833.32774,,THAMES GC-SNK B 10TH/PARK LT,Other,N6H 3L9,,,,950.00,Square feet,,kWh,,,,,,,,,2014
850 SUNNINGHILL AVE,,168,LONDON,,,,,"33,720.30000",,,0.00000,35.49505,,,"1,349.18292",,THAMES GOLF COURSE-IRRIGATION PUMP,Other,N6H 3L9,,,,950.00,Square feet,,kWh,,,,,,,,,2014
850 SUNNINGHILL AVE,,168,LONDON,,,,,"235,452.10258",,,0.00000,18.76112,,,"9,420.67408",,THAMES GOLF COURSE-MAIN CLUBHOUSE,Other,N6H 3L9,,,,"12,550.00",Square feet,,kWh,,,,,,,,,2014
850 SUNNINGHILL AVE,,168,LONDON,,,,,"22,944.30930",,,0.00000,5.46293,,,918.02476,,THAMES GOLF COURSE-MTCE BLDG,Other,N6H 3L9,,,,"4,200.00",Square feet,,kWh,,,,,,,,,2014
15 RIDOUT ST,,168,LONDON,,,,,"34,946.60351",,,0.00000,6.63879,,,"1,398.24855",,THAMES PARK - BALL DIAMOND LIGHT,Other,N6Z 4H6,,,,"5,264.00",Square feet,,kWh,,,,,,,,,2014
15 RIDOUT ST,,168,LONDON,,,,,"2,330.69802",,,0.00000,2.05710,,,93.25356,,THAMES PARK-FIELD HOUSE,Other,N6A 4H6,,,,"1,133.00",Square feet,,kWh,,,,,,,,,2014
15 RIDOUT ST,,168,LONDON,,,,,"152,252.81500",,,0.00000,340.87867,,,"298,218.73049","154,513.26100",THAMES PARK-POOL,Other,N6A 4H6,,,,"5,264.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
696 WELLINGTON RD,,70,LONDON,,,,,"28,745.94095",,,0.00000,36.89088,,,"18,349.57025","9,097.20236",TOURISM LONDON,"Administrative offices and related facilities, including municipal council chambers",N6C 4R2,,,,"3,400.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
2264 TRAFALGAR ST,604.03,168,LONDON,,,,,"94,644.00064",,,156.68758,0.00000,,,"3,786.80111",,TRAFALGAR PUMP STN,Facilities related to the treatment of sewage,N5V 4Z8,,,,0.00,Square feet,,kWh,,,,,,,,,2014
SEVERAL LOCATIONS,,168,LONDON,,,,,"728,281.57161",,,0.00000,"1,848.43038",,,"29,139.27396",,TRAFFIC SIGNALS MTCE,Other,N6B 1Z2,,,,394.00,Square feet,,kWh,,,,,,,,,2014
54 PRICE ST,,168,LONDON,,,,,"27,378.91456",,,0.00000,21.62631,,,"1,095.45775",,VAUXHALL PARK-FIELD HOUSE,Other,N5Z 2H9,,,,"1,266.00",Square feet,,kWh,,,,,,,,,2014
54 PRICE ST,5456.75,168,LONDON,,,,,"2,722,834.37123",,,589.38520,0.00000,,,"196,697.67377","46,415.47367",VAUXHALL PCP,Facilities related to the treatment of sewage,N5Z 2H9,,,,0.00,Square feet,,kWh,Cubic Meter,,,,,,,,2014
580 CLARENCE ST,,168,LONDON,,,,,"101,552.59937",,,0.00000,40.80698,,,"45,124.96254","21,718.58409",VICTORIA PARK BANDSHELL-ELEC RM,Other,N6A 3N1,,,,"8,145.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
27 VICTORIA ST,25.97,168,LONDON,,,,,"8,039.90691",,,309.58440,0.00000,,,321.68472,,VICTORIA PUMP STN,Facilities related to the pumping of sewage,N6A 2B3,,,,0.00,Square feet,,kWh,,,,,,,,,2014
1570 OXFORD ST W,,168,LONDON,,,,,"7,008.00000",,,0.00000,7.00800,,,280.39709,,WEATHER STATION,Other,N6H 1W2,,,,"1,000.00",Square feet,,kWh,,,,,,,,,2014
3129 POMEROY LN,39.95,168,LONDON,,,,,"31,076.32734",,,777.88053,0.00000,,,"1,243.39493",,WESTFIELD VILLAGE PUMP STN,Facilities related to the pumping of sewage,N6P 0B6,,,,0.00,Square feet,,kWh,,,,,,,,,2014
650 OSGOODE DR,,168,LONDON,,,,,"29,738.26815",,,0.00000,174.36671,,,"51,826.72704","26,783.10909",WESTMINSTER OPT PK POOL,Other,N6E 2G2,,,,"1,803.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
784 VISCOUNT RD,,168,LONDON,,,,,2.93944,,,0.00000,0.00220,,,0.11761,,WESTMOUNT LIONS PARK,Other,N6J 4G1,,,,"1,335.00",Square feet,,kWh,,,,,,,,,2014
603 WONDERLAND RD S,330.13,168,LONDON,,,,,"86,712.82982",,,262.66268,0.00000,,,"3,469.46703",,WESTMOUNT PUMP STN,Facilities related to the pumping of sewage,N6J 4G7,,,,0.00,Square feet,,kWh,,,,,,,,,2014
2080 WICKERSON RD,294.5,168,LONDON,,,,,"112,636.28104",,,382.46615,0.00000,,,"4,506.69024",,WICKERSON PUMP STN,Facilities related to the pumping of water,N6K 5C4,,,,0.00,Square feet,,kWh,,,,,,,,,2014
1554 WILTON GROVE,,70,LONDON,,,,,"35,057.50930",,,0.00000,5.14569,,,"15,213.23413","7,304.74500",WILTON GROVE STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6N 1M4,,,,"21,900.00",Square feet,,kWh,Cubic Meter,,,,,,,,2014
745 WINDERMERE RD,,70,LONDON,,,,,"42,391.47000",,,0.00000,4.54357,,,"1,696.12511",,WINDERMERE FIELDS-SOCCER LIGHTIN,Other,N5X 3P1,,,,"9,330.00",Square feet,,kWh,,,,,,,,,2014
745 WINDERMERE RD,,70,LONDON,,,,,"19,062.88439",,,0.00000,2.04318,,,762.72507,,WINDERMERE RD BASEBALL & SOCCER,Other,N5X 3P1,,,,"9,330.00",Square feet,,kWh,,,,,,,,,2014
654 ELIZABETH ST,,168,LONDON,,,,,"36,686.68281",,,0.00000,5.43506,,,"1,467.87087",,WOLSELY OPS GARAGE(NG shared T-BLOCK),Other,N5Y 6L3,,,,"6,750.00",Square feet,,kWh,,,,,,,,,2014
285 WONDERLAND RD S,,168,LONDON,,,,,"27,957.21300",,,0.00000,4.71374,,,"1,118.59605",,WONDERLAND GARDENS,Other,N6K 3T3,,,,"5,931.00",Square feet,,kWh,,,,,,,,,2014
4695 DINGMAN DR,8979.28,168,LONDON,,,,,"1,667,202.79588",,,185.67221,0.00000,,,"66,706.45107",,WONDERLAND PUMP STN,Facilities related to the pumping of sewage,N6L 1H4,,,,0.00,Square feet,,kWh,,,,,,,,,2014
603 WONDERLAND RD S,939.7,168,LONDON,,,,,"278,408.79560",,,296.27413,0.00000,,,"11,139.41432",,WONDERLAND RD S PUMP STN WSTM,Facilities related to the pumping of water,N6H 3E5,,,,0.00,Square feet,,kWh,,,,,,,,,2014
663 BATHURST ST,0.0,50,London,0.0,,0.0,0.0,960267.38,,,  -   ,  145 ,0.0,0.0,"  249,835 ","  83,365 ",AJ TYLER - MAIN BLDG & (E) WATER/SEWER BLDG,"Administrative offices and related facilities, including municipal council chambers",N5Z 1P8,0.0,,,12721,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
300 DUFFERIN AVE,0.0,126,London,0.0,,2940.6648,3979.5966,2551993.7,0.0,0.0,  -   ,  22 ,0.0,0.0,"  504,850 ",  -   ,CITY HALL,"Administrative offices and related facilities, including municipal council chambers",N6B 1Z2,0.0,No,No,174990,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
"520 WELLINGTON ST UN 1,2,3",0.0,60,London,0.0,,0.0,0.0,21751.92,,,  -   ,  8 ,0.0,0.0,"  2,089 ",  -   ,ENVIRO PROGS - RENTAL,"Administrative offices and related facilities, including municipal council chambers",N6A 3R2,0.0,,,2819,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
267 DUNDAS ST,0.0,70,London,0.0,,1851.125577,1454.6448,286063.9,0.0,0.0,  -   ,  36 ,0.0,0.0,"  143,392 ","  7,773 ",J ALLAN TAYLOR BLDG,"Administrative offices and related facilities, including municipal council chambers",N6A 1H2,0.0,No,No,26110,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1570 OXFORD ST W,0.0,80,London,0.0,,0.0,0.0,5346.894013,,,  -   ,  40 ,0.0,0.0,"  18,731 ","  9,635 ",OXFORD OPS CTRE,"Administrative offices and related facilities, including municipal council chambers",N6H 1W2,0.0,,,2700,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
824 DUNDAS ST,0.0,70,London,0.0,,0.0,0.0,336642.3,,,  -   ,  29 ,0.0,0.0,"  90,638 ","  30,840 ",PROVINCIAL OFFENCE ACT OFFICES,"Administrative offices and related facilities, including municipal council chambers",N5W 5R1,0.0,,,22690,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
652 ELIZABETH ST,0.0,70,London,0.0,,0.0,0.0,38788.23,,,  -   ,  29 ,0.0,0.0,"  80,160 ","  40,428 ",T-BLOCK(NG shared WOLSELY),"Administrative offices and related facilities, including municipal council chambers",N5Y 4T7,0.0,,,16320,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
696 WELLINGTON RD,0.0,70,London,0.0,,0.0,0.0,32128.2,,,  -   ,  43 ,0.0,0.0,"  23,670 ","  10,888 ",TOURISM LONDON,"Administrative offices and related facilities, including municipal council chambers",N6C 4R2,0.0,,,3400,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
550 WELLINGTON ST,0.0,70,London,0.0,,1024.0041,2897.6966,835993.34,0.0,0.0,  -   ,  35 ,0.0,0.0,"  260,395 ",  -   ,CENTENNIAL HALL,Auditoriums,N6A 3P9,0.0,No,No,50050,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
530 CHARLOTTE ST,0.0,126,London,0.0,,0.0,0.0,66450.24,,,  -   ,  20 ,0.0,0.0,"  24,886 ","  9,787 ",BOYLE CC,Community centres,N5W 4A4,0.0,,,8522,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1308 NORMAN AVE,0.0,126,London,0.0,,0.0,0.0,101916.0,,,  -   ,  42 ,0.0,0.0,"  54,251 ","  23,517 ",BYRON CC - POLE BASE,Community centres,N6K 2A3,0.0,,,8290,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
654 ELIZABETH ST,0.0,126,London,0.0,,0.0,0.0,42603.21,,,  -   ,  42 ,0.0,0.0,"  279,454 ","  145,646 ",CARLING HEIGHTS OCC,Community centres,N5Y 6L3,0.0,,,38090,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
625 SPRINGBANK DR,0.0,126,London,0.0,,0.0,0.0,173939.88,,,  -   ,  70 ,0.0,0.0,"  224,565 ","  109,942 ",CIVIC GARDEN COMPLEX,Community centres,N6K 4T1,0.0,,,19312,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1731 CHURCHILL AVE,0.0,126,London,0.0,,0.0,0.0,112597.82,,,  -   ,  66 ,0.0,0.0,"  68,972 ","  30,761 ",EAST LIONS ARTISANS CC  & POOL,Community centres,N5W 5P4,0.0,,,6682,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
898 TRAFALGAR ST,0.0,126,London,0.0,,0.0,0.0,87038.51,,,  -   ,  30 ,0.0,0.0,"  38,811 ","  16,107 ",HAMILTON RD SENIORS CENTRE,Community centres,N5Z 1G2,0.0,,,8622,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
78 RIVERSIDE DR,0.0,126,London,0.0,,0.0,0.0,257311.08,,,  -   ,  28 ,0.0,0.0,"  64,471 ","  21,029 ",KIWANIS SENIOR CENTRE,Community centres,N6H 1B4,0.0,,,17200,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
7112 BEATTIE ST,0.0,126,London,0.0,,0.0,0.0,912.55,,,  -   ,  45 ,0.0,0.0,"  139,521 ","  73,750 ",LAMBETH CC (NG ALSO FEEDS ARENA),Community centres,N6P 1A2,0.0,,,17600,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1345 CHEAPSIDE ST,0.0,126,London,0.0,,0.0,0.0,677587.72,,,  -   ,  26 ,0.0,0.0,"  198,930 ","  70,799 ",NORTH LONDON OCC,Community centres,N5V 3N9,0.0,,,55200,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1119 JALNA BLVD,0.0,126,London,0.0,,0.0,0.0,185254.3,,,  -   ,  18 ,0.0,0.0,"  80,201 ","  33,010 ",SOUTH LONDON CC,Community centres,N6E 3B3,0.0,,,29460,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
205 WONDERLAND RD S,0.0,126,London,0.0,,0.0,0.0,28658.6,,,  -   ,  38 ,0.0,0.0,"  13,950 ","  5,923 ",SPRINGBANK GARDENS COM CTRE,Community centres,N6K 3T3,0.0,,,2420,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1097 SPRINGBANK DR,0.0,70,London,0.0,,0.0,0.0,1672.77,,,  -   ,  8 ,0.0,0.0,"  2,444 ","  1,208 ",SPRINGBANK PARK-FLINT COTTAGE,Community centres,N6K 1C5,0.0,,,1773,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
101 WINDERMERE RD,0.0,126,London,0.0,,0.0,0.0,16110.51,,,  -   ,  16 ,0.0,0.0,"  25,141 ","  12,479 ",EP WILLIAMS ESTATE,Cultural facilities,N6G 2J4,0.0,,,9330,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1017 WESTERN RD,0.0,70,London,0.0,,0.0,0.0,45250.22,,,  -   ,  20 ,0.0,0.0,"  28,728 ","  12,896 ",GROSVENOR LODGE,Cultural facilities,N6G 1G5,0.0,,,9220,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1201 ADELAIDE ST N,8557.0,168,London,0.0,,0.0,0.0,1047291.53,,,  267 ,  -   ,0.0,0.0,"  320,901 ","  116,532 ",ADELAIDE PUMP STN,Facilities related to the pumping of sewage,N5Y 2N4,0.0,,,0,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
201 WONDERLAND RD S,2537.445,168,London,0.0,,0.0,0.0,234557.11,,,  92 ,  195 ,0.0,0.0,"  22,527 ",  -   ,BERKSHIRE PUMP STN,Facilities related to the pumping of sewage,N6K 3T3,0.0,,,1200,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1451 WHARNCLIFFE RD S,111.117,168,London,0.0,,0.0,0.0,42134.09,,,  379 ,  112 ,0.0,0.0,"  4,047 ",  -   ,BOSTWICK PUMP STN,Facilities related to the pumping of sewage,N6L 1J9,0.0,,,375,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
24 BROOKDALE AVE,33.924,168,London,0.0,,0.0,0.0,7871.92,,,  232 ,  -   ,0.0,0.0,  756 ,  -   ,BROOKDALE PUMP STN,Facilities related to the pumping of sewage,N6J 2W4,0.0,,,0,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
37 TOWER LN,226.395,168,London,0.0,,0.0,0.0,27209.3,,,  120 ,  97 ,0.0,0.0,"  2,613 ",  -   ,BROUGHDALE PUMP STN,Facilities related to the pumping of sewage,N6A 3L1,0.0,,,280,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1322 OLD BRIDGE RD,1534.001,168,London,0.0,,0.0,0.0,206773.12,,,  135 ,  383 ,0.0,0.0,"  19,858 ",  -   ,BYRON PUMP STN,Facilities related to the pumping of sewage,N6K 1Y2,0.0,,,540,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1 ADELAIDE ST S,1162.4080000000001,168,London,0.0,,0.0,0.0,51767.89,,,  45 ,  518 ,0.0,0.0,"  4,972 ",  -   ,CHELSEA GREEN PUMP STN,Facilities related to the pumping of sewage,N5Z 3K2,0.0,,,100,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
479 CLARKE RD,1475.257,168,London,0.0,,0.0,0.0,267436.87,,,  181 ,  88 ,0.0,0.0,"  25,685 ",  -   ,CLARKE RD PUMP STN,Facilities related to the pumping of sewage,N5W 6H1,0.0,,,3040,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
999 GABOR ST,60.108999999999995,168,London,0.0,,0.0,0.0,20646.6,,,  343 ,  -   ,0.0,0.0,"  1,983 ",  -   ,CRESTWOOD PUMP STN,Facilities related to the pumping of sewage,N6K4V5,0.0,,,0,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
3506 DINGMAN DR,175.0,168,London,0.0,,0.0,0.0,172331.97,,,  985 ,  55 ,0.0,0.0,"  16,551 ",  -   ,DINGMAN CREEK PUMP STN,Facilities related to the pumping of sewage,N6E 3X1,0.0,,,3140,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1313 HAMILTON RD,444.04900000000004,168,London,0.0,,0.0,0.0,88794.45,,,  200 ,  38 ,0.0,0.0,"  8,528 ",  -   ,EAST PARK PUMP STN,Facilities related to the pumping of sewage,N5W 1B1,0.0,,,2340,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
3045 GORE RD,3.695,168,London,0.0,,0.0,0.0,1716.35,,,  465 ,  -   ,0.0,0.0,  165 ,  -   ,GORE RD PUMP STN,Facilities related to the pumping of sewage,N5V 4T2,0.0,,,0,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
32 1/2 HAMPTON CRES,52.075,168,London,0.0,,0.0,0.0,10878.74,,,  209 ,  -   ,0.0,0.0,"  1,045 ",  -   ,HAZELDON PUMP STN,Facilities related to the pumping of sewage,N6H 2N8,0.0,,,0,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
104 FITZWILLIAM BLVD,724.959,168,London,0.0,,0.0,0.0,85771.67,,,  118 ,  137 ,0.0,0.0,"  8,238 ",  -   ,HUNT CLUB PUMP STN,Facilities related to the pumping of sewage,N6H 5H4,0.0,,,625,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
1099 WILLIAM ST,151.34799999999998,168,London,0.0,,0.0,0.0,24274.17,,,  160 ,  95 ,0.0,0.0,"  2,331 ",  -   ,HURON PUMP STN,Facilities related to the pumping of sewage,N5Y 2V4,0.0,,,256,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,2012
