Address,Annual Flow,Average Hours Per Week,City,Coal,Comments,District Cool,District Heat,Electricity,Emission Factor1,Emission Factor2,Energy Intensity (ekWh/Mega Litres),Energy Intensity (ekWh/sqft),Fuel Oil 1 & 2,Fuel Oil 4 & 6,GHG Emissions (Kg),Natural Gas,Notes,Operation Name,Operation Type,Postal Code,Propane,Renewable1,Renewable2,Total Floor Area,Unit1,Unit10,Unit2,Unit3,Unit4,Unit5,Unit6,Unit7,Unit8,Unit9,Wood,full_address,geocode,lat,lng,year
520 WELLINGTON ST UN 11 &12,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.12226,0.0,0.0,0.0,0.0,,PLANNING/DEV - RENTAL,Other,N6A 4L9,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,,,2014
1121 COMMISSIONERS RD E,368.6,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,152.33858,0.0,0.0,0.0,0.0,0.0,,POND MILLS PUMP STN 1,Facilities related to the pumping of sewage,N5Z 4L9,0.0,0.0,0.0,0.0,,,kWh,,,,,,,,0.0,,,42.9617456,-81.1979785,2014
1121 COMMISSIONERS RD E,1403.1,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,226.34008,0.0,0.0,0.0,0.0,0.0,,POND MILLS PUMP STN,Facilities related to the pumping of sewage,N5Z 4L9,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9617456,-81.1979785,2014
1139 HAMILTON RD,9449.85,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,574.45474,0.0,0.0,0.0,0.0,0.0,,POTTERSBURG PCP,Facilities related to the pumping of water,N5W 1B1,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.96536,-81.14412349999998,2014
824 DUNDAS ST,0.0,70,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,28.163520000000002,0.0,0.0,0.0,0.0,,PROVINCIAL OFFENCE ACT OFFICES,"Administrative offices and related facilities, including municipal council chambers",N5W 5R1,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.9911735352941,-81.2240402705882,2014
2120 KAINS RD,256.47,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,809.88167,0.0,0.0,0.0,0.0,0.0,,RIVER BEND PUMP STN,Facilities related to the pumping of water,N6K 0C1,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9694926,-81.3702385,2014
2115 RIVER RD,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,35.38619,0.0,0.0,0.0,0.0,,RIVER RD GOLF COURSE-MAIN CLUBHOUSE,Other,N5W 6C4,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.9786131,-81.1335514,2014
2115 RIVER RD,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.358569999999999,0.0,0.0,514.5640400000002,0.0,,RIVER RD GOLF COURSE-MTCE BLDG,Other,N5W 6C4,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9786131,-81.1335514,2014
645 SPRINGBANK DR,0.0,70,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22.78545,0.0,0.0,0.0,0.0,,ROSE GARDEN - OFFICE/STORAGE,Other,N6K 4T1,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.9619785428571,-81.2967508821429,2014
750 WHETTER AVE,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.26373,0.0,0.0,81.15454,0.0,,ROWNTREE PARK SPLASH PAD,Other,N6C 2C3,0.0,0.0,0.0,896.0,Square feet,,kWh,,,,,,,,0.0,,,42.9659825,-81.22632109999998,2014
1251 SANDFORD,121.58,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,224.72954,0.0,0.0,0.0,0.0,0.0,,SANDFORD PUMP STN,Facilities related to the pumping of sewage,N5V 3Y1,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,43.023127,-81.204989,2014
28 CLARKE RD,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,31.57661,0.0,0.0,0.0,0.0,,SE 3,Other,N5W 5W5,0.0,0.0,0.0,980.0,Square feet,,kWh,,,,,,,,0.0,,,43.041672,-81.1945997,2014
50 SYCAMORE ST,0.0,126,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22.93481,0.0,0.0,0.0,0.0,,SILVERWOOD ARENA,Indoor ice rinks,N5Z 1K8,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.98324692,-81.20611992,2014
50 SYCAMORE ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.02624,0.0,0.0,152.74639,0.0,,SILVERWOOD BATH HOUSE-SNORKLE,Other,N5Z 1K8,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.98324692,-81.20611992,2014
287 SOUTH LEAKSDALE CIR,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.83335,0.0,0.0,119.03349,0.0,,SOUTH LEAKSDALE,Other,N6M 1K3,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9609751215987,-81.1725374513877,2014
1119 JALNA BLVD,0.0,126,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,18.540110000000002,0.0,0.0,0.0,0.0,,SOUTH LONDON CC,Community centres,N6E 3B3,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.9306748,-81.22730920000002,2014
565 BRADLEY AVE,0.0,126,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,123.34397,0.0,0.0,0.0,0.0,,SOUTH LONDON POOL - TVDSB,Indoor swimming pools,N63 3Z8,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.9341639,-81.23625390000002,2014
10 HAZELWOOD AVE,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.633379999999999,0.0,0.0,0.0,0.0,,SOUTHCREST POOL,Other,N6J 3K1,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,,,2014
237 DEVERON CRES,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.21462,0.0,0.0,465.09759,0.0,,SOUTHEAST OPT PK-FLD HS-SPL PAD,Other,N5Z 4J7,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9551455,-81.19437409999998,2014
100 DENNIS AVE,102.565,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SOUTHLAND POLLUTION PLANT,Facilities related to the pumping of sewage,N6P 1B5,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9076268,-81.2898129,2014
682 SOUTHDALE RD W,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.97494,0.0,0.0,0.0,0.0,,SOUTHWEST OPT PARK 1-2,Other,N6K 4W7,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9372429263158,-81.30735407368421,2014
3938 WEST GRAHAM PL,96.74,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,SOUTHWINDS PUMP STN,Facilities related to the pumping of sewage,N6P 1G3,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9162442664427,-81.3204768112991,2014
205 WONDERLAND RD S,0.0,126,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,37.839859999999994,0.0,0.0,0.0,0.0,,SPRINGBANK GARDENS COM CTRE,Community centres,N6K 3T3,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.9613026,-81.2933324,2014
1085 COMMISSIONERS RD W,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,40.97475,0.0,0.0,0.0,0.0,,SPRINGBANK PARK WASHROOM,Other,N6K 1C5,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.95669144576139,-81.3214651924432,2014
1085 COMMISSIONERS RD W,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.11955,0.0,0.0,212.77413,0.0,,SPRINGBANK PARK-CONCESSION,Other,N6K 1C5,0.0,0.0,0.0,869.0,Square feet,,kWh,,,,,,,,0.0,,,42.95669144576139,-81.3214651924432,2014
1097 SPRINGBANK DR,0.0,70,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.78803,0.0,0.0,0.0,0.0,,SPRINGBANK PARK-FLINT COTTAGE,Community centres,N6K 1C5,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.95466210000001,-81.31569590000002,2014
1085 COMMISSIONERS RD W,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.62485,0.0,0.0,302.54851,0.0,,SPRINGBANK PARK-FLINT SHELTER,Other,N6K 1C6,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.95669144576139,-81.3214651924432,2014
1085 COMMISSIONERS RD W,0.0,168,LONDON,0.0,,0.0,0.0,590.41523,0.0,0.0,0.0,0.36111,0.0,0.0,23.6231,0.0,,SPRINGBANK PARK-PUMP HOUSE LIGHTS,Other,N6K 1C7,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.95669144576139,-81.3214651924432,2014
1085 COMMISSIONERS RD W,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,18.78535,0.0,0.0,0.0,0.0,,SPRINGBANK PARK-PUMP HOUSE,Other,N6K 1C6,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.95669144576139,-81.3214651924432,2014
883 SPRINGBANK DR,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.47317,0.0,0.0,60.7527,0.0,,SPRINGBANK PMP HSE  FCV #8-12,Other,N6K 1A5,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.955866512412214,-81.31311242554949,2014
844 COMMISSIONERS RD W,3824.9,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,200.16785,0.0,0.0,0.0,0.0,0.0,,SPRINGBANK PUMP STN/# 3 RES(split),Facilities related to the pumping of water,N6K 1C2,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9531075043478,-81.3094974652174,2014
15 TOMMY HUNTER WAY,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.59028,0.0,0.0,146.60814,0.0,,ST JULIEN PARK-FIELD HOUSE,Other,N5Z 2T4,0.0,0.0,0.0,556.0,Square feet,,kWh,,,,,,,,0.0,,,42.9774977,-81.1988527,2014
10 BECHER ST,64.2,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,169.58413000000004,0.0,0.0,0.0,556.8562599999998,82.73818,,STANLEY STREET PUMP STN,Facilities related to the pumping of sewage,N6C 1B1,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.9792895,-81.2593287,2014
1207 ADELAIDE ST N,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,26.00755,0.0,0.0,0.0,0.0,,STONEYBROOK RECREATION,Other,N5X 1J9,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,43.0114376,-81.24279609999998,2014
1220 ADELAIDE ST N,0.0,70,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.07405,0.0,0.0,690.6170400000003,0.0,,STORAGE BUILDING,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N5Y 2N4,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,43.0114376,-81.24279609999998,2014
1958 STORYBOOK LN,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.7321800000000005,0.0,0.0,240.81795,0.0,,STORYBOOK -CONCESSION-PIECES OF 8,Other,N6K 4Y6,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9575299,-81.31975279999997,2014
1958 STORYBOOK LN,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.10805,0.0,0.0,61.8198,0.0,,STORYBOOK PLAYWORLD,Other,N6K 4Y6,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9575299,-81.31975279999997,2014
1221 SANDFORD ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.0375,0.0,0.0,0.0,0.0,,STRONACH - STADIUM/CONCESSION,Other,N5V 2J8,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,43.020539,-81.203634,2014
1221 SANDFORD,0.0,126,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,39.31025,0.0,0.0,0.0,0.0,,STRONACH ARENA & POOL & SPLASH,Indoor recreational facilities,N5V 2J8,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,43.020539,-81.203634,2014
135 OPTIMIST PK DR,326.27,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,128.28868,0.0,0.0,0.0,0.0,0.0,,SUMMERCREST PUMP STN,Facilities related to the pumping of sewage,N6K 4M1,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.938654997954295,-81.3360206596018,2014
18 MACKELLAR AVE,158.44,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,160.97808,0.0,0.0,0.0,0.0,0.0,,SUNNINGHILL PUMP STN,Facilities related to the pumping of sewage,N6H 3L9,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9658544,-81.2987181,2014
6664 PACK RD,141.67,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,523.89905,0.0,0.0,0.0,0.0,0.0,,TALBOT VILLAGE PUMP STN,Facilities related to the pumping of sewage,N6P 1M1,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9256433,-81.3147283,2014
652 ELIZABETH ST,0.0,70,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,26.911409999999997,0.0,0.0,0.0,0.0,,T-BLOCK(NG shared WOLSELY),"Administrative offices and related facilities, including municipal council chambers",N5Y 4T7,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.9987718,-81.233576,2014
850 SUNNINGHILL AVE,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.92365,0.0,0.0,833.3277400000003,0.0,,THAMES GC-SNK B 10TH/PARK LT,Other,N6H 3L9,0.0,0.0,0.0,950.0,Square feet,,kWh,,,,,,,,0.0,,,,,2014
850 SUNNINGHILL AVE,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,35.49505,0.0,0.0,0.0,0.0,,THAMES GOLF COURSE-IRRIGATION PUMP,Other,N6H 3L9,0.0,0.0,0.0,950.0,Square feet,,kWh,,,,,,,,0.0,,,,,2014
850 SUNNINGHILL AVE,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,18.761120000000002,0.0,0.0,0.0,0.0,,THAMES GOLF COURSE-MAIN CLUBHOUSE,Other,N6H 3L9,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,,,2014
850 SUNNINGHILL AVE,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.46293,0.0,0.0,918.02476,0.0,,THAMES GOLF COURSE-MTCE BLDG,Other,N6H 3L9,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,,,2014
15 RIDOUT ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.6387899999999975,0.0,0.0,0.0,0.0,,THAMES PARK - BALL DIAMOND LIGHT,Other,N6Z 4H6,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,,,2014
15 RIDOUT ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0571,0.0,0.0,93.25356,0.0,,THAMES PARK-FIELD HOUSE,Other,N6A 4H6,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,,,2014
15 RIDOUT ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,340.87867,0.0,0.0,0.0,0.0,,THAMES PARK-POOL,Other,N6A 4H6,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,,,2014
696 WELLINGTON RD,0.0,70,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,36.890879999999996,0.0,0.0,0.0,0.0,,TOURISM LONDON,"Administrative offices and related facilities, including municipal council chambers",N6C 4R2,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.94773575,-81.2269444506159,2014
2264 TRAFALGAR ST,604.03,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,156.68758,0.0,0.0,0.0,0.0,0.0,,TRAFALGAR PUMP STN,Facilities related to the treatment of sewage,N5V 4Z8,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9829737,-81.2031709,2014
SEVERAL LOCATIONS,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,TRAFFIC SIGNALS MTCE,Other,N6B 1Z2,0.0,0.0,0.0,394.0,Square feet,,kWh,,,,,,,,0.0,,,,,2014
54 PRICE ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.62631,0.0,0.0,0.0,0.0,,VAUXHALL PARK-FIELD HOUSE,Other,N5Z 2H9,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.97567330844149,-81.2073481708143,2014
54 PRICE ST,5456.75,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,589.3852,0.0,0.0,0.0,0.0,0.0,,VAUXHALL PCP,Facilities related to the treatment of sewage,N5Z 2H9,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.97567330844149,-81.2073481708143,2014
580 CLARENCE ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,40.806979999999996,0.0,0.0,0.0,0.0,,VICTORIA PARK BANDSHELL-ELEC RM,Other,N6A 3N1,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.9887762,-81.24969240000001,2014
27 VICTORIA ST,25.97,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,309.5844,0.0,0.0,0.0,321.68472,0.0,,VICTORIA PUMP STN,Facilities related to the pumping of sewage,N6A 2B3,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,43.0010093,-81.2672495,2014
1570 OXFORD ST W,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.007999999999999,0.0,0.0,280.39709,0.0,,WEATHER STATION,Other,N6H 1W2,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.971562,-81.3345411,2014
3129 POMEROY LN,39.95,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,777.88053,0.0,0.0,0.0,0.0,0.0,,WESTFIELD VILLAGE PUMP STN,Facilities related to the pumping of sewage,N6P 0B6,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.936817,-81.3114316,2014
650 OSGOODE DR,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,174.36671,0.0,0.0,0.0,0.0,,WESTMINSTER OPT PK POOL,Other,N6E 2G2,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.94222720000001,-81.2084565,2014
784 VISCOUNT RD,0.0,168,LONDON,0.0,,0.0,0.0,2.9394400000000003,0.0,0.0,0.0,0.0022,0.0,0.0,0.11761,0.0,,WESTMOUNT LIONS PARK,Other,N6J 4G1,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9476957,-81.28207540000002,2014
603 WONDERLAND RD S,330.13,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,262.66268,0.0,0.0,0.0,0.0,0.0,,WESTMOUNT PUMP STN,Facilities related to the pumping of sewage,N6J 4G7,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9538612727273,-81.2908736948052,2014
2080 WICKERSON RD,294.5,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,382.46615,0.0,0.0,0.0,0.0,0.0,,WICKERSON PUMP STN,Facilities related to the pumping of water,N6K 5C4,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9491795080899,-81.35030685887591,2014
1554 WILTON GROVE,0.0,70,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.14569,0.0,0.0,0.0,0.0,,WILTON GROVE STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6N 1M4,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.9344818,-81.20823809999997,2014
745 WINDERMERE RD,0.0,70,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.54357,0.0,0.0,0.0,0.0,,WINDERMERE FIELDS-SOCCER LIGHTIN,Other,N5X 3P1,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,43.023127,-81.24921450000002,2014
745 WINDERMERE RD,0.0,70,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.04318,0.0,0.0,762.7250700000003,0.0,,WINDERMERE RD BASEBALL & SOCCER,Other,N5X 3P1,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,43.023127,-81.24921450000002,2014
654 ELIZABETH ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.43506,0.0,0.0,0.0,0.0,,WOLSELY OPS GARAGE(NG shared T-BLOCK),Other,N5Y 6L3,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9987718,-81.233576,2014
285 WONDERLAND RD S,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.7137400000000005,0.0,0.0,0.0,0.0,,WONDERLAND GARDENS,Other,N6K 3T3,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9665115486114,-81.2938829679256,2014
4695 DINGMAN DR,8979.28,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,185.67221,0.0,0.0,0.0,0.0,0.0,,WONDERLAND PUMP STN,Facilities related to the pumping of sewage,N6L 1H4,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9092062899543,-81.2643052471073,2014
603 WONDERLAND RD S,939.7,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,296.27413,0.0,0.0,0.0,0.0,0.0,,WONDERLAND RD S PUMP STN WSTM,Facilities related to the pumping of water,N6H 3E5,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9538612727273,-81.2908736948052,2014
663 BATHURST ST,0.0,50,London,0.0,,0.0,0.0,960267.38,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,,AJ TYLER - MAIN BLDG & (E) WATER/SEWER BLDG,"Administrative offices and related facilities, including municipal council chambers",N5Z 1P8,0.0,0.0,0.0,12721.0,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,,,42.98485520000001,-81.2304173,2012
300 DUFFERIN AVE,0.0,126,London,0.0,,2940.6648,3979.5966,2551993.7,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,,CITY HALL,"Administrative offices and related facilities, including municipal council chambers",N6B 1Z2,0.0,0.0,0.0,174990.0,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,,,42.9877504,-81.2464214,2012
"520 WELLINGTON ST UN 1,2,3",0.0,60,London,0.0,,0.0,0.0,21751.92,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,,ENVIRO PROGS - RENTAL,"Administrative offices and related facilities, including municipal council chambers",N6A 3R2,0.0,0.0,0.0,2819.0,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,,,,,2012
267 DUNDAS ST,0.0,70,London,0.0,,1851.125577,1454.6448,286063.9,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,,J ALLAN TAYLOR BLDG,"Administrative offices and related facilities, including municipal council chambers",N6A 1H2,0.0,0.0,0.0,26110.0,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,,,42.98471,-81.2454562,2012
1570 OXFORD ST W,0.0,80,London,0.0,,0.0,0.0,5346.894013,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,,OXFORD OPS CTRE,"Administrative offices and related facilities, including municipal council chambers",N6H 1W2,0.0,0.0,0.0,2700.0,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,,,42.971562,-81.3345411,2012
824 DUNDAS ST,0.0,70,London,0.0,,0.0,0.0,336642.3,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,,PROVINCIAL OFFENCE ACT OFFICES,"Administrative offices and related facilities, including municipal council chambers",N5W 5R1,0.0,0.0,0.0,22690.0,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,,,42.9911735352941,-81.2240402705882,2012
652 ELIZABETH ST,0.0,70,London,0.0,,0.0,0.0,38788.23,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,,T-BLOCK(NG shared WOLSELY),"Administrative offices and related facilities, including municipal council chambers",N5Y 4T7,0.0,0.0,0.0,16320.0,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,,,42.9987718,-81.233576,2012
696 WELLINGTON RD,0.0,70,London,0.0,,0.0,0.0,32128.2,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,,TOURISM LONDON,"Administrative offices and related facilities, including municipal council chambers",N6C 4R2,0.0,0.0,0.0,3400.0,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,,,42.94773575,-81.2269444506159,2012
550 WELLINGTON ST,0.0,70,London,0.0,,1024.0041,2897.6966,835993.34,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,,CENTENNIAL HALL,Auditoriums,N6A 3P9,0.0,0.0,0.0,50050.0,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0.0,,,42.9892119,-81.24660554163279,2012
