Address,Annual Flow,Average Hours Per Week,City,Coal,Comments,District Cool,District Heat,Electricity,Emission Factor1,Emission Factor2,Energy Intensity (ekWh/Mega Litres),Energy Intensity (ekWh/sqft),Fuel Oil 1 & 2,Fuel Oil 4 & 6,GHG Emissions (Kg),Natural Gas,Notes,Operation Name,Operation Type,Postal Code,Propane,Renewable1,Renewable2,Total Floor Area,Unit1,Unit10,Unit2,Unit3,Unit4,Unit5,Unit6,Unit7,Unit8,Unit9,Wood,full_address,geocode,lat,lng,year
275 BOLER RD,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,51.77128,0.0,0.0,0.0,0.0,,FIRE HALL # 12,Fire stations and associated offices and facilities,N6K 2J9,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.9616615030818,-81.333220045932,2015
275 BOLER RD,0.0,168,LONDON,0.0,,0.0,0.0,309.33666,0.0,0.0,0.0,3.09337,0.0,0.0,12.54298,0.0,,FIRE HALL # 12-GREY BOX SEASONAL,Fire stations and associated offices and facilities,N6K 2J9,0.0,0.0,0.0,100.0,Square feet,,kWh,,,,,,,,0.0,,,42.9616615030818,-81.333220045932,2015
790 FANSHAWE PK RD E,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,17.38545,0.0,0.0,0.0,0.0,,FIRE HALL # 13,Fire stations and associated offices and facilities,N5X 1L5,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,43.037236,-81.24736899999998,2015
2225 HYDE PARK RD,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,16.7404,0.0,0.0,0.0,0.0,,FIRE HALL # 14,Fire stations and associated offices and facilities,N6H 5K2,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,43.0150149747001,-81.3404012587838,2015
1 DUNDAS ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,31.883740000000003,0.0,0.0,0.0,0.0,,FORKS OF THE THAMES MUSEUM & SPL P,Other,N6A 5L7,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.982082,-81.25583890000001,2015
2A GROSVENOR ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,46.28988,0.0,0.0,0.0,0.0,,GIBBONS PARK-POOL-SPLASH PAD,Other,N6A 1Y4,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.9985193,-81.2596977,2015
6536 BRADISH RD,0.0,126,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.9836799999999999,0.0,0.0,86.3536,0.0,,GLANWORTH PARK-FIELD HOUSE,Other,N6N 1N6,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.8655369,-81.196602004878,2015
370 CHIPPENDALE CRES,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,34.62513,0.0,0.0,0.0,0.0,,GLEN CAIRN ARENA & POOL,Indoor ice rinks,N5Z 3G2,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.9633598730562,-81.21126486234542,2015
3045 GORE RD,3.58,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,452.88709000000006,0.0,0.0,0.0,65.74192,0.0,,GORE RD PUMP STN,Facilities related to the pumping of sewage,N5V 4T2,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9775374,-81.17515,2015
5 GREENSIDE AVE,0.0,168,LONDON,0.0,,0.0,0.0,121.26405,0.0,0.0,0.0,0.12114000000000001,0.0,0.0,4.9170099999999985,0.0,,GREENWAY PARK #2,Other,N6J 2X5,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,,,2015
,40369.0,70,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,GREENWAY PCC,Facilities related to the treatment of sewage,,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,,,2015
1017 WESTERN RD,0.0,126,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,18.379089999999998,0.0,0.0,0.0,0.0,,GROSVENOR LODGE,Cultural facilities,N6G 1G5,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.9962746941887,-81.27415238853258,2015
898 TRAFALGAR ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,28.5871,0.0,0.0,0.0,0.0,,HAMILTON RD SENIORS CENTRE,Community centres,N5Z 1G2,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.9796469,-81.21527459999999,2015
101 DENNIS AVE,0.0,168,LONDON,0.0,,0.0,0.0,744.31,0.0,0.0,0.0,0.58792,0.0,0.0,30.18028,0.0,,HAMLYN PARK-EQUIPMENT BLDG,Other,N6P 1B5,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9076268,-81.2898129,2015
531 RIDOUT ST N,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,36.44274,0.0,0.0,0.0,0.0,,HARRIS PARK,Other,N6A 2P9,0.0,0.0,0.0,800.0,Square feet,,kWh,,,,,,,,0.0,,,42.9862969411765,-81.2555986176471,2015
32 1/2 HAMPTON CRES,50.07,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,220.33768,0.0,0.0,0.0,447.338,0.0,,HAZELDON PUMP STN,Facilities related to the treatment of sewage,N6H 2N8,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9600916007257,-81.3149235909015,2015
104 FITZWILLIAM BLVD,622.707,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,110.60706,110.20127,0.0,0.0,0.0,0.0,,HUNT CLUB PUMP STN,Facilities related to the pumping of sewage,N6H 5H4,0.0,0.0,0.0,625.0,Square feet,,kWh,,,,,,,,0.0,,,42.979729281575295,-81.33152134016909,2015
1099 WILLIAM ST,106.04,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,179.06185,74.17076999999998,0.0,0.0,769.914,0.0,,HURON PUMP STN,Facilities related to the pumping of sewage,N5Y 2V4,0.0,0.0,0.0,256.0,Square feet,,kWh,,,,,,,,0.0,,,43.0074384,-81.2440964,2015
1439 STAFFORDSHIRE RD,371.81,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,222.65062000000003,63.0493,0.0,0.0,0.0,8.913,,HYDE PARK PUMP STN,Facilities related to the pumping of sewage,N6H 5P8,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.9852958,-81.3316486,2015
1439 STAFFORDSHIRE RD,2895.33,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,58.0041,127.90632,0.0,0.0,0.0,0.0,,HYDE PARK PUMP STN,Facilities related to the pumping of water,N6H 5P8,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9852958,-81.3316486,2015
331 THAMES ST,0.0,70,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.318119999999999,0.0,0.0,400.59244,0.0,,IVEY PARK-PAVILLION,Other,N6A 5N8,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9789947,-81.25462840000002,2015
267 DUNDAS ST,0.0,168,LONDON,0.0,,0.0,317.36,0.0,0.0,0.0,0.0,20.81839,0.0,0.0,0.0,0.0,,J ALLAN TAYLOR BLDG,"Administrative offices and related facilities, including municipal council chambers",N6A 1H2,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,Giga Joule,0.0,,,42.98471,-81.2454562,2015
731 VISCOUNT RD,0.0,126,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.48005,0.0,0.0,70.55461,0.0,,JESSE DAVIDSON PARK 1-2 SPL PAD,Other,N6J 4G9,0.0,0.0,0.0,500.0,Square feet,,kWh,,,,,,,,0.0,,,42.9471919692338,-81.278233156399,2015
20 GRANVILLE ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,40.155409999999996,0.0,0.0,0.0,0.0,,KINSMEN ARENA SPLASH PAD,Indoor ice rinks,N6H 1J3,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.98754320000001,-81.2646583,2015
612 HALE ST,0.0,126,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.11774,0.0,0.0,260.01528,0.0,,KIWANIS PARK PAVILLION SPL PAD,Other,N5W 1H4,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.99521171428571,-81.19714152857141,2015
78 RIVERSIDE DR,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,28.1528,0.0,0.0,0.0,0.0,,KIWANIS SENIOR CENTRE,Community centres,N6H 1B4,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.982714156951104,-81.2612008102205,2015
25 WILSON AVE,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.6812599999999998,0.0,0.0,97.1449,0.0,,LABATT PARK-CLUB HOUSE,Other,N6H 1X2,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.983504646666695,-81.2600277133333,2015
25 WILSON,0.0,126,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.05081,0.0,0.0,121.43346,0.0,,LABATT PARK-ENTRANCE SSTNDS,Other,N6H 1X2,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.983504646666695,-81.2600277133333,2015
25 WILSON ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.2397899999999975,0.0,0.0,0.0,0.0,,LABATT PARK-NSTNDS - JANITORS RM,Other,N6H 1X2,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,,,2015
25 WILSON AVE,0.0,126,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.750070000000001,0.0,0.0,0.0,0.0,,LABATT PARK-SSTND,Other,N6H 1X2,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.983504646666695,-81.2600277133333,2015
7112  BEATTIE ST,0.0,126,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,15.6253,0.0,0.0,0.0,0.0,,LAMBETH ARENA,Indoor ice rinks,N6P 1A2,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.90970010680871,-81.30450357454059,2015
7112 BEATTIE ST,0.0,168,LONDON,0.0,,0.0,0.0,897.9,0.0,0.0,0.0,41.816,0.0,0.0,0.0,0.0,,LAMBETH CC (NG ALSO FEEDS ARENA),Community centres,N6P 1A2,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.90970010680871,-81.30450357454059,2015
4200 CAMPBELL,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.36383,0.0,0.0,321.85308,0.0,,LAMBETH PARK (CAMPBELL ST)-BALL DIAMOND,Other,N6P 1S7,0.0,0.0,0.0,642.0,Square feet,,kWh,,,,,,,,0.0,,,42.91331617899221,-81.2938043031979,2015
3502 MANNING DR,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,308.91434,0.0,0.0,0.0,0.0,,LANDFILL-W12-A,Other,N6L 1K6,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.8783643,-81.1938193,2015
65 TWEED CRES,0.0,168,LONDON,0.0,,0.0,0.0,13.64,0.0,0.0,0.0,0.124,0.0,0.0,0.55307,0.0,,LITTLE LEAGUE PARK,Other,N5X 1Z5,0.0,0.0,0.0,110.0,Square feet,,kWh,,,,,,,,0.0,,,43.0402672699558,-81.2336894283877,2015
80 TECUMSEH AVE W,8.53,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,128.06024,0.0,0.0,0.0,44.29276,0.0,,MANOR PARK PUMP STN,Facilities related to the pumping of sewage,N6C 1S1,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9695035,-81.24395729999998,2015
640 ADELAIDE ST N,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.66115,0.0,0.0,170.71996,0.0,,MCMAHEN PARK,Other,N6B 2G4,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.99612345,-81.23497703333331,2015
640 ADELAIDE ST N,0.0,60,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.36139,0.0,0.0,110.11215,0.0,,MCMAHEN PARK-PKG LOT-POLE BASE,Other,N6B 2G4,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.99612345,-81.23497703333331,2015
199 WONDERLAND RD S,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,16.42194,0.0,0.0,0.0,0.0,,MCMANUS BOATHOUSE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6K 3T3,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.9702105,-81.2925583,2015
3155 MEADOWGATE BLVD,0.0,126,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.01043,0.0,0.0,57.87856,0.0,,MEADOWGATE PARK,Other,N6M 1L5,0.0,0.0,0.0,710.0,Square feet,,kWh,,,,,,,,0.0,,,42.9624434,-81.18037199999998,2015
119 SHERWOOD FOREST SQ,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,35.008309999999994,0.0,0.0,0.0,0.0,,MEDWAY ARENA & SPLASH,Indoor ice rinks,N6G 2C3,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,43.003394333333304,-81.304071,2015
1424 CORLEY DR,4418.18,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,149.85544,0.0,0.0,0.0,0.0,0.0,,MEDWAY PUMP STN,Facilities related to the pumping of sewage,N6G 2K4,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,43.010490263319305,-81.2827210857311,2015
450 NELSON AVE,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.55988,0.0,0.0,129.91158,0.0,,MEREDITH PARK-FIELD HOUSE,Other,N6B 1A8,0.0,0.0,0.0,900.0,Square feet,,kWh,,,,,,,,0.0,,,,,2015
75 CLIFTONVALE AVE,0.0,126,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.46046,0.0,0.0,53.2967,0.0,,MURRAY PARK-FIELD HOUSE,Other,N6J 1J6,0.0,0.0,0.0,900.0,Square feet,,kWh,,,,,,,,0.0,,,42.967946968421096,-81.2676267631579,2015
799 HOMEVIEW RD,0.0,126,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,40.02502,0.0,0.0,0.0,0.0,,NICHOLS ARENA,Indoor ice rinks,N6C 5S6,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.94286870000001,-81.2524955,2015
1345 CHEAPSIDE ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,24.64838,0.0,0.0,0.0,0.0,,NORTH LONDON OCC,Community centres,N5V 3N9,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,43.015113,-81.20854200000002,2015
1050 VICTORIA,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,61.52485,0.0,0.0,0.0,0.0,,NORTHEAST RECREATION CENTRE-POOL,Other,N5Y 1L2,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,-38.255266,-72.110675,2015
15 MCLEAN DR,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.01189,0.0,0.0,750.06925,0.0,,NORTHRIDGE POOL,Other,N5X 1Y3,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,43.037038875,-81.23634425,2015
19 1/2 BENSON CRES,221.21,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,130.06715,95.90718000000001,0.0,0.0,0.0,0.0,,NORTHRIDGE PUMP STN,Facilities related to the pumping of sewage,N5X 2B1,0.0,0.0,0.0,300.0,Square feet,,kWh,,,,,,,,0.0,,,43.0374822339056,-81.2296749004293,2015
825 VALETTA ST,0.0,126,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0023299999999997,0.0,0.0,172.86892,0.0,,OAKRDG PK-FLDHS-WADDING PL,Other,N6H 2Z2,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9753397401807,-81.30554407233409,2015
825 VALETTA,0.0,126,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.462309999999995,0.0,0.0,0.0,0.0,,OAKRIDGE ARENA-SPL PAD-POOL,Indoor ice rinks,N6H 2Z2,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.9753397401807,-81.30554407233409,2015
1450 OXFORD ST W,0.0,80,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,142.85689,0.0,0.0,0.0,0.0,,OXFORD ENVIRO DEPOT,Other,N6H 1W2,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9632143,-81.3690278,2015
1570 OXFORD ST W,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,16.65898,0.0,0.0,0.0,0.0,,OXFORD OPS CTRE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",N6H 1W2,0.0,0.0,0.0,0.0,Square feet,,,Cubic Meter,,,,,,,0.0,,,42.971562,-81.3345411,2015
1570 OXFORD ST W,3266.385,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,863.31809,450.82802000000004,0.0,0.0,0.0,0.0,,OXFORD PCP,Facilities related to the treatment of sewage,N6H 1W2,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.971562,-81.3345411,2015
1570 OXFORD ST W,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.8803900000000002,0.0,0.0,0.0,0.0,,OXFORD ST W SALT SHED,Other,N6H 1W2,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.971562,-81.3345411,2015
31 1/2 PAARDEBURG CRES,54.8,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,163.15175,89.40716,0.0,0.0,362.52814,0.0,,PAARDEBURG PUMP STN,Facilities related to the pumping of sewage,N5Y 1B9,0.0,0.0,0.0,100.0,Square feet,,kWh,,,,,,,,0.0,,,43.00965720000001,-81.210976,2015
58 PITCARNIE CRES,9054.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.68798,62.289919999999995,0.0,0.0,252.57316,0.0,,PITCARNIE PUMP STN,Facilities related to the pumping of sewage,N6G 4N3,0.0,0.0,0.0,100.0,Square feet,,kWh,,,,,,,,0.0,,,43.0112179,-81.3042094,2015
520 WELLINGTON ST UN 11 &12,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.51618,0.0,0.0,0.0,0.0,,PLANNING/DEV - RENTAL,Other,N6A 4L9,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,,,2015
1121 COMMISSIONERS RD E,347.52,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,151.85773,51.738820000000004,0.0,0.0,0.0,0.0,,POND MILLS PUMP STN 1,Facilities related to the pumping of sewage,N5Z 4L9,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9617456,-81.1979785,2015
1121 COMMISSIONERS RD E,1428.28,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,241.58033,338.27878,0.0,0.0,0.0,0.0,,POND MILLS PUMP STN,Facilities related to the pumping of sewage,N5Z 4L9,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9617456,-81.1979785,2015
1139 HAMILTON RD,8519.1,70,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,646.51173,461.66790999999995,0.0,0.0,0.0,0.0,,POTTERSBURG PCP,Facilities related to the pumping of water,N5W 1B1,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.96536,-81.14412349999998,2015
824 DUNDAS ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,26.54495,0.0,0.0,0.0,0.0,,PROVINCIAL OFFENCE ACT OFFICES,"Administrative offices and related facilities, including municipal council chambers",N5W 5R1,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.9911735352941,-81.2240402705882,2015
2120 KAINS RD,228.92,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,878.0132199999997,52.893359999999994,0.0,0.0,0.0,0.0,,RIVER BEND PUMP STN,Facilities related to the pumping of water,N6K 0C1,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9694926,-81.3702385,2015
2115 RIVER RD,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,34.5565,0.0,0.0,0.0,0.0,,RIVER RD GOLF COURSE-MAIN CLUBHOUSE,Other,N5W 6C4,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.9786131,-81.1335514,2015
2115 RIVER RD,0.0,70,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.12646,0.0,0.0,498.88263,0.0,,RIVER RD GOLF COURSE-MTCE BLDG,Other,N5W 6C4,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9786131,-81.1335514,2015
645 SPRINGBANK DR,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22.09199,0.0,0.0,0.0,0.0,,ROSE GARDEN - OFFICE/STORAGE,Other,N6K 4T1,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.9619785428571,-81.2967508821429,2015
750 WHETTER AVE,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.1511299999999998,0.0,0.0,78.15269,0.0,,ROWNTREE PARK SPLASH PAD,Other,N6C 2C3,0.0,0.0,0.0,896.0,Square feet,,kWh,,,,,,,,0.0,,,42.9659825,-81.22632109999998,2015
1251 SANDFORD,123.5,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,202.34426,249.89516,0.0,0.0,0.0,0.0,,SANDFORD PUMP STN,Facilities related to the pumping of sewage,N5V 3Y1,0.0,0.0,0.0,100.0,Square feet,,kWh,,,,,,,,0.0,,,43.023127,-81.204989,2015
28 CLARKE RD,0.0,126,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,27.84884000000001,0.0,0.0,0.0,0.0,,SE 3,Other,N5W 5W5,0.0,0.0,0.0,980.0,Square feet,,kWh,,,,,,,,0.0,,,43.041672,-81.1945997,2015
50 SYCAMORE ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.50127,0.0,0.0,0.0,0.0,,SILVERWOOD ARENA,Indoor ice rinks,N5Z 1K8,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.98324692,-81.20611992,2015
50 SYCAMORE ST,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.8468,0.0,0.0,127.73023,0.0,,SILVERWOOD BATH HOUSE-SNORKLE,Other,N5Z 1K8,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.98324692,-81.20611992,2015
287 SOUTH LEAKSDALE CIR,0.0,126,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.9826099999999998,0.0,0.0,126.98595,0.0,,SOUTH LEAKSDALE,Other,N6M 1K3,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9609751215987,-81.1725374513877,2015
1119 JALNA BLVD,0.0,126,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,37.13363,0.0,0.0,0.0,0.0,,SOUTH LONDON CC,Community centres,N6E 3B3,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.9306748,-81.22730920000002,2015
565 BRADLEY AVE,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,114.54508999999999,0.0,0.0,0.0,0.0,,SOUTH LONDON POOL - TVDSB,Indoor swimming pools,N63 3Z8,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.9341639,-81.23625390000002,2015
10 HAZELWOOD AVE,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.74238,0.0,0.0,0.0,0.0,,SOUTHCREST POOL,Other,N6J 3K1,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,,,2015
237 DEVERON CRES,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.307579999999998,0.0,0.0,660.20372,0.0,,SOUTHEAST OPT PK-FLD HS-SPL PAD,Other,N5Z 4J7,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9551455,-81.19437409999998,2015
100 DENNIS AVE,95.26,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,269.03779,0.0,0.0,0.0,0.0,,SOUTHLAND POLLUTION PLANT,Facilities related to the pumping of sewage,N6P 1B5,0.0,0.0,0.0,640.0,Square feet,,kWh,,,,,,,,0.0,,,42.9076268,-81.2898129,2015
682 SOUTHDALE RD W,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,18.80343,0.0,0.0,0.0,0.0,,SOUTHWEST OPT PARK 1-2,Other,N6K 4W7,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.9372429263158,-81.30735407368421,2015
3938 WEST GRAHAM PL,94.51,126,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,231.33912999999998,0.0,0.0,0.0,0.0,,SOUTHWINDS PUMP STN,Facilities related to the pumping of sewage,N6P 1G3,0.0,0.0,0.0,430.0,Square feet,,kWh,,,,,,,,0.0,,,42.9162442664427,-81.3204768112991,2015
205 WONDERLAND RD S,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,36.77259,0.0,0.0,0.0,0.0,,SPRINGBANK GARDENS COM CTRE,Community centres,N6K 3T3,0.0,0.0,0.0,0.0,Square feet,,kWh,Cubic Meter,,,,,,,0.0,,,42.9613026,-81.2933324,2015
1085 COMMISSIONERS RD W,0.0,168,LONDON,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,36.32649,0.0,0.0,0.0,0.0,,SPRINGBANK PARK WASHROOM,Other,N6K 1C6,0.0,0.0,0.0,0.0,Square feet,,kWh,,,,,,,,0.0,,,42.95669144576139,-81.3214651924432,2015
