_geojson,Address,Annual Flow,Average Hours Per Week,City,Coal,Comments,District Cool,District Heat,Electricity,Emission Factor1,Emission Factor2,Energy Intensity (ekWh/Mega Litres),Energy Intensity (ekWh/sqft),Fuel Oil 1 & 2,Fuel Oil 4 & 6,GHG Emissions (Kg),Natural Gas,Notes,Operation Name,Operation Type,Postal Code,Propane,Renewable1,Renewable2,Total Floor Area,Unit1,Unit10,Unit2,Unit3,Unit4,Unit5,Unit6,Unit7,Unit8,Unit9,Wood,full_address,geocode,lat,lng,year
"{""type"":""Feature"",""id"":589,""geometry"":{""type"":""Point"",""coordinates"":[-81.2240402705882,42.9911735352941]},""properties"":{""Address"":""824 DUNDAS ST"",""Annual Flow"":0,""Average Hours Per Week"":70,""City"":""London"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":336642.3,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":29,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""PROVINCIAL OFFENCE ACT OFFICES"",""Operation Type"":""Administrative offices and related facilities, including municipal council chambers"",""Postal Code"":""N5W 5R1"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":22690,""Unit1"":""Square feet"",""Unit10"":""Giga Joule"",""Unit2"":""kWh"",""Unit3"":""Cubic Meter"",""Unit4"":""Litre"",""Unit5"":""Litre"",""Unit6"":""Litre"",""Unit7"":""Metric Tonne"",""Unit8"":""Metric Tonne"",""Unit9"":""Giga Joule"",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.9911735352941,""lng"":-81.2240402705882,""year"":2012,""index"":523}}",824 DUNDAS ST,0,70,London,0,,0,0,336642.3,0,0,0,29,0,0,0,0,,PROVINCIAL OFFENCE ACT OFFICES,"Administrative offices and related facilities, including municipal council chambers",N5W 5R1,0,0,0,22690,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0,,,42.9911735352941,-81.2240402705882,2012
"{""type"":""Feature"",""id"":590,""geometry"":{""type"":""Point"",""coordinates"":[-81.233576,42.9987718]},""properties"":{""Address"":""652 ELIZABETH ST"",""Annual Flow"":0,""Average Hours Per Week"":70,""City"":""London"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":38788.23,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":29,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""T-BLOCK(NG shared WOLSELY)"",""Operation Type"":""Administrative offices and related facilities, including municipal council chambers"",""Postal Code"":""N5Y 4T7"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":16320,""Unit1"":""Square feet"",""Unit10"":""Giga Joule"",""Unit2"":""kWh"",""Unit3"":""Cubic Meter"",""Unit4"":""Litre"",""Unit5"":""Litre"",""Unit6"":""Litre"",""Unit7"":""Metric Tonne"",""Unit8"":""Metric Tonne"",""Unit9"":""Giga Joule"",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.9987718,""lng"":-81.233576,""year"":2012,""index"":524}}",652 ELIZABETH ST,0,70,London,0,,0,0,38788.23,0,0,0,29,0,0,0,0,,T-BLOCK(NG shared WOLSELY),"Administrative offices and related facilities, including municipal council chambers",N5Y 4T7,0,0,0,16320,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0,,,42.9987718,-81.233576,2012
"{""type"":""Feature"",""id"":591,""geometry"":{""type"":""Point"",""coordinates"":[-81.2269444506159,42.94773575]},""properties"":{""Address"":""696 WELLINGTON RD"",""Annual Flow"":0,""Average Hours Per Week"":70,""City"":""London"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":32128.2,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":43,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""TOURISM LONDON"",""Operation Type"":""Administrative offices and related facilities, including municipal council chambers"",""Postal Code"":""N6C 4R2"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":3400,""Unit1"":""Square feet"",""Unit10"":""Giga Joule"",""Unit2"":""kWh"",""Unit3"":""Cubic Meter"",""Unit4"":""Litre"",""Unit5"":""Litre"",""Unit6"":""Litre"",""Unit7"":""Metric Tonne"",""Unit8"":""Metric Tonne"",""Unit9"":""Giga Joule"",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.94773575,""lng"":-81.2269444506159,""year"":2012,""index"":525}}",696 WELLINGTON RD,0,70,London,0,,0,0,32128.2,0,0,0,43,0,0,0,0,,TOURISM LONDON,"Administrative offices and related facilities, including municipal council chambers",N6C 4R2,0,0,0,3400,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0,,,42.94773575,-81.2269444506159,2012
"{""type"":""Feature"",""id"":592,""geometry"":{""type"":""Point"",""coordinates"":[-81.24660554163279,42.9892119]},""properties"":{""Address"":""550 WELLINGTON ST"",""Annual Flow"":0,""Average Hours Per Week"":70,""City"":""London"",""Coal"":0,""Comments"":"""",""District Cool"":1024.0041,""District Heat"":2897.6966,""Electricity"":835993.34,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":35,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""CENTENNIAL HALL"",""Operation Type"":""Auditoriums"",""Postal Code"":""N6A 3P9"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":50050,""Unit1"":""Square feet"",""Unit10"":""Giga Joule"",""Unit2"":""kWh"",""Unit3"":""Cubic Meter"",""Unit4"":""Litre"",""Unit5"":""Litre"",""Unit6"":""Litre"",""Unit7"":""Metric Tonne"",""Unit8"":""Metric Tonne"",""Unit9"":""Giga Joule"",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.9892119,""lng"":-81.24660554163279,""year"":2012,""index"":526}}",550 WELLINGTON ST,0,70,London,0,,1024.0041,2897.6966,835993.34,0,0,0,35,0,0,0,0,,CENTENNIAL HALL,Auditoriums,N6A 3P9,0,0,0,50050,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0,,,42.9892119,-81.24660554163279,2012
"{""type"":""Feature"",""id"":593,""geometry"":{""type"":""Point"",""coordinates"":[-81.2186794443261,42.9966771347937]},""properties"":{""Address"":""530 CHARLOTTE ST"",""Annual Flow"":0,""Average Hours Per Week"":126,""City"":""London"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":66450.24,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":20,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""BOYLE CC"",""Operation Type"":""Community centres"",""Postal Code"":""N5W 4A4"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":8522,""Unit1"":""Square feet"",""Unit10"":""Giga Joule"",""Unit2"":""kWh"",""Unit3"":""Cubic Meter"",""Unit4"":""Litre"",""Unit5"":""Litre"",""Unit6"":""Litre"",""Unit7"":""Metric Tonne"",""Unit8"":""Metric Tonne"",""Unit9"":""Giga Joule"",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.9966771347937,""lng"":-81.2186794443261,""year"":2012,""index"":527}}",530 CHARLOTTE ST,0,126,London,0,,0,0,66450.24,0,0,0,20,0,0,0,0,,BOYLE CC,Community centres,N5W 4A4,0,0,0,8522,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0,,,42.9966771347937,-81.2186794443261,2012
"{""type"":""Feature"",""id"":594,""geometry"":{""type"":""Point"",""coordinates"":[-81.3361288,42.957150899999995]},""properties"":{""Address"":""1308 NORMAN AVE"",""Annual Flow"":0,""Average Hours Per Week"":126,""City"":""London"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":101916,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":42,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""BYRON CC - POLE BASE"",""Operation Type"":""Community centres"",""Postal Code"":""N6K 2A3"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":8290,""Unit1"":""Square feet"",""Unit10"":""Giga Joule"",""Unit2"":""kWh"",""Unit3"":""Cubic Meter"",""Unit4"":""Litre"",""Unit5"":""Litre"",""Unit6"":""Litre"",""Unit7"":""Metric Tonne"",""Unit8"":""Metric Tonne"",""Unit9"":""Giga Joule"",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.957150899999995,""lng"":-81.3361288,""year"":2012,""index"":528}}",1308 NORMAN AVE,0,126,London,0,,0,0,101916,0,0,0,42,0,0,0,0,,BYRON CC - POLE BASE,Community centres,N6K 2A3,0,0,0,8290,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0,,,42.957150899999995,-81.3361288,2012
"{""type"":""Feature"",""id"":595,""geometry"":{""type"":""Point"",""coordinates"":[-81.233576,42.9987718]},""properties"":{""Address"":""654 ELIZABETH ST"",""Annual Flow"":0,""Average Hours Per Week"":126,""City"":""London"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":42603.21,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":42,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""CARLING HEIGHTS OCC"",""Operation Type"":""Community centres"",""Postal Code"":""N5Y 6L3"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":38090,""Unit1"":""Square feet"",""Unit10"":""Giga Joule"",""Unit2"":""kWh"",""Unit3"":""Cubic Meter"",""Unit4"":""Litre"",""Unit5"":""Litre"",""Unit6"":""Litre"",""Unit7"":""Metric Tonne"",""Unit8"":""Metric Tonne"",""Unit9"":""Giga Joule"",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.9987718,""lng"":-81.233576,""year"":2012,""index"":529}}",654 ELIZABETH ST,0,126,London,0,,0,0,42603.21,0,0,0,42,0,0,0,0,,CARLING HEIGHTS OCC,Community centres,N5Y 6L3,0,0,0,38090,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0,,,42.9987718,-81.233576,2012
"{""type"":""Feature"",""id"":596,""geometry"":{""type"":""Point"",""coordinates"":[-81.2954907035714,42.9625799714286]},""properties"":{""Address"":""625 SPRINGBANK DR"",""Annual Flow"":0,""Average Hours Per Week"":126,""City"":""London"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":173939.88,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":70,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""CIVIC GARDEN COMPLEX"",""Operation Type"":""Community centres"",""Postal Code"":""N6K 4T1"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":19312,""Unit1"":""Square feet"",""Unit10"":""Giga Joule"",""Unit2"":""kWh"",""Unit3"":""Cubic Meter"",""Unit4"":""Litre"",""Unit5"":""Litre"",""Unit6"":""Litre"",""Unit7"":""Metric Tonne"",""Unit8"":""Metric Tonne"",""Unit9"":""Giga Joule"",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.9625799714286,""lng"":-81.2954907035714,""year"":2012,""index"":530}}",625 SPRINGBANK DR,0,126,London,0,,0,0,173939.88,0,0,0,70,0,0,0,0,,CIVIC GARDEN COMPLEX,Community centres,N6K 4T1,0,0,0,19312,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0,,,42.9625799714286,-81.2954907035714,2012
"{""type"":""Feature"",""id"":597,""geometry"":{""type"":""Point"",""coordinates"":[-81.1765764,42.9997093]},""properties"":{""Address"":""1731 CHURCHILL AVE"",""Annual Flow"":0,""Average Hours Per Week"":126,""City"":""London"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":112597.82,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":66,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""EAST LIONS ARTISANS CC  & POOL"",""Operation Type"":""Community centres"",""Postal Code"":""N5W 5P4"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":6682,""Unit1"":""Square feet"",""Unit10"":""Giga Joule"",""Unit2"":""kWh"",""Unit3"":""Cubic Meter"",""Unit4"":""Litre"",""Unit5"":""Litre"",""Unit6"":""Litre"",""Unit7"":""Metric Tonne"",""Unit8"":""Metric Tonne"",""Unit9"":""Giga Joule"",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.9997093,""lng"":-81.1765764,""year"":2012,""index"":531}}",1731 CHURCHILL AVE,0,126,London,0,,0,0,112597.82,0,0,0,66,0,0,0,0,,EAST LIONS ARTISANS CC  & POOL,Community centres,N5W 5P4,0,0,0,6682,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0,,,42.9997093,-81.1765764,2012
"{""type"":""Feature"",""id"":598,""geometry"":{""type"":""Point"",""coordinates"":[-81.21527459999999,42.9796469]},""properties"":{""Address"":""898 TRAFALGAR ST"",""Annual Flow"":0,""Average Hours Per Week"":126,""City"":""London"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":87038.51,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":30,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""HAMILTON RD SENIORS CENTRE"",""Operation Type"":""Community centres"",""Postal Code"":""N5Z 1G2"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":8622,""Unit1"":""Square feet"",""Unit10"":""Giga Joule"",""Unit2"":""kWh"",""Unit3"":""Cubic Meter"",""Unit4"":""Litre"",""Unit5"":""Litre"",""Unit6"":""Litre"",""Unit7"":""Metric Tonne"",""Unit8"":""Metric Tonne"",""Unit9"":""Giga Joule"",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.9796469,""lng"":-81.21527459999999,""year"":2012,""index"":532}}",898 TRAFALGAR ST,0,126,London,0,,0,0,87038.51,0,0,0,30,0,0,0,0,,HAMILTON RD SENIORS CENTRE,Community centres,N5Z 1G2,0,0,0,8622,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0,,,42.9796469,-81.21527459999999,2012
"{""type"":""Feature"",""id"":599,""geometry"":{""type"":""Point"",""coordinates"":[-81.2612008102205,42.982714156951104]},""properties"":{""Address"":""78 RIVERSIDE DR"",""Annual Flow"":0,""Average Hours Per Week"":126,""City"":""London"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":257311.08,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":28,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""KIWANIS SENIOR CENTRE"",""Operation Type"":""Community centres"",""Postal Code"":""N6H 1B4"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":17200,""Unit1"":""Square feet"",""Unit10"":""Giga Joule"",""Unit2"":""kWh"",""Unit3"":""Cubic Meter"",""Unit4"":""Litre"",""Unit5"":""Litre"",""Unit6"":""Litre"",""Unit7"":""Metric Tonne"",""Unit8"":""Metric Tonne"",""Unit9"":""Giga Joule"",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.982714156951104,""lng"":-81.2612008102205,""year"":2012,""index"":533}}",78 RIVERSIDE DR,0,126,London,0,,0,0,257311.08,0,0,0,28,0,0,0,0,,KIWANIS SENIOR CENTRE,Community centres,N6H 1B4,0,0,0,17200,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0,,,42.982714156951104,-81.2612008102205,2012
"{""type"":""Feature"",""id"":600,""geometry"":{""type"":""Point"",""coordinates"":[-81.30450357454059,42.90970010680871]},""properties"":{""Address"":""7112 BEATTIE ST"",""Annual Flow"":0,""Average Hours Per Week"":126,""City"":""London"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":912.55,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":45,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""LAMBETH CC (NG ALSO FEEDS ARENA)"",""Operation Type"":""Community centres"",""Postal Code"":""N6P 1A2"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":17600,""Unit1"":""Square feet"",""Unit10"":""Giga Joule"",""Unit2"":""kWh"",""Unit3"":""Cubic Meter"",""Unit4"":""Litre"",""Unit5"":""Litre"",""Unit6"":""Litre"",""Unit7"":""Metric Tonne"",""Unit8"":""Metric Tonne"",""Unit9"":""Giga Joule"",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.90970010680871,""lng"":-81.30450357454059,""year"":2012,""index"":534}}",7112 BEATTIE ST,0,126,London,0,,0,0,912.55,0,0,0,45,0,0,0,0,,LAMBETH CC (NG ALSO FEEDS ARENA),Community centres,N6P 1A2,0,0,0,17600,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0,,,42.90970010680871,-81.30450357454059,2012
"{""type"":""Feature"",""id"":601,""geometry"":{""type"":""Point"",""coordinates"":[-81.20854200000002,43.015113]},""properties"":{""Address"":""1345 CHEAPSIDE ST"",""Annual Flow"":0,""Average Hours Per Week"":126,""City"":""London"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":677587.72,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":26,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""NORTH LONDON OCC"",""Operation Type"":""Community centres"",""Postal Code"":""N5V 3N9"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":55200,""Unit1"":""Square feet"",""Unit10"":""Giga Joule"",""Unit2"":""kWh"",""Unit3"":""Cubic Meter"",""Unit4"":""Litre"",""Unit5"":""Litre"",""Unit6"":""Litre"",""Unit7"":""Metric Tonne"",""Unit8"":""Metric Tonne"",""Unit9"":""Giga Joule"",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":43.015113,""lng"":-81.20854200000002,""year"":2012,""index"":535}}",1345 CHEAPSIDE ST,0,126,London,0,,0,0,677587.72,0,0,0,26,0,0,0,0,,NORTH LONDON OCC,Community centres,N5V 3N9,0,0,0,55200,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0,,,43.015113,-81.20854200000002,2012
"{""type"":""Feature"",""id"":602,""geometry"":{""type"":""Point"",""coordinates"":[-81.22730920000002,42.9306748]},""properties"":{""Address"":""1119 JALNA BLVD"",""Annual Flow"":0,""Average Hours Per Week"":126,""City"":""London"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":185254.3,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":18,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""SOUTH LONDON CC"",""Operation Type"":""Community centres"",""Postal Code"":""N6E 3B3"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":29460,""Unit1"":""Square feet"",""Unit10"":""Giga Joule"",""Unit2"":""kWh"",""Unit3"":""Cubic Meter"",""Unit4"":""Litre"",""Unit5"":""Litre"",""Unit6"":""Litre"",""Unit7"":""Metric Tonne"",""Unit8"":""Metric Tonne"",""Unit9"":""Giga Joule"",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.9306748,""lng"":-81.22730920000002,""year"":2012,""index"":536}}",1119 JALNA BLVD,0,126,London,0,,0,0,185254.3,0,0,0,18,0,0,0,0,,SOUTH LONDON CC,Community centres,N6E 3B3,0,0,0,29460,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0,,,42.9306748,-81.22730920000002,2012
"{""type"":""Feature"",""id"":603,""geometry"":{""type"":""Point"",""coordinates"":[-81.2933324,42.9613026]},""properties"":{""Address"":""205 WONDERLAND RD S"",""Annual Flow"":0,""Average Hours Per Week"":126,""City"":""London"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":28658.6,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":38,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""SPRINGBANK GARDENS COM CTRE"",""Operation Type"":""Community centres"",""Postal Code"":""N6K 3T3"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":2420,""Unit1"":""Square feet"",""Unit10"":""Giga Joule"",""Unit2"":""kWh"",""Unit3"":""Cubic Meter"",""Unit4"":""Litre"",""Unit5"":""Litre"",""Unit6"":""Litre"",""Unit7"":""Metric Tonne"",""Unit8"":""Metric Tonne"",""Unit9"":""Giga Joule"",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.9613026,""lng"":-81.2933324,""year"":2012,""index"":537}}",205 WONDERLAND RD S,0,126,London,0,,0,0,28658.6,0,0,0,38,0,0,0,0,,SPRINGBANK GARDENS COM CTRE,Community centres,N6K 3T3,0,0,0,2420,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0,,,42.9613026,-81.2933324,2012
"{""type"":""Feature"",""id"":604,""geometry"":{""type"":""Point"",""coordinates"":[-81.31569590000002,42.95466210000001]},""properties"":{""Address"":""1097 SPRINGBANK DR"",""Annual Flow"":0,""Average Hours Per Week"":70,""City"":""London"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":1672.77,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":8,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""SPRINGBANK PARK-FLINT COTTAGE"",""Operation Type"":""Community centres"",""Postal Code"":""N6K 1C5"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":1773,""Unit1"":""Square feet"",""Unit10"":""Giga Joule"",""Unit2"":""kWh"",""Unit3"":""Cubic Meter"",""Unit4"":""Litre"",""Unit5"":""Litre"",""Unit6"":""Litre"",""Unit7"":""Metric Tonne"",""Unit8"":""Metric Tonne"",""Unit9"":""Giga Joule"",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":42.95466210000001,""lng"":-81.31569590000002,""year"":2012,""index"":538}}",1097 SPRINGBANK DR,0,70,London,0,,0,0,1672.77,0,0,0,8,0,0,0,0,,SPRINGBANK PARK-FLINT COTTAGE,Community centres,N6K 1C5,0,0,0,1773,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0,,,42.95466210000001,-81.31569590000002,2012
"{""type"":""Feature"",""id"":605,""geometry"":{""type"":""Point"",""coordinates"":[-81.291877,43.012026]},""properties"":{""Address"":""101 WINDERMERE RD"",""Annual Flow"":0,""Average Hours Per Week"":126,""City"":""London"",""Coal"":0,""Comments"":"""",""District Cool"":0,""District Heat"":0,""Electricity"":16110.51,""Emission Factor1"":0,""Emission Factor2"":0,""Energy Intensity (ekWh/Mega Litres)"":0,""Energy Intensity (ekWh/sqft)"":16,""Fuel Oil 1 & 2"":0,""Fuel Oil 4 & 6"":0,""GHG Emissions (Kg)"":0,""Natural Gas"":0,""Notes"":"""",""Operation Name"":""EP WILLIAMS ESTATE"",""Operation Type"":""Cultural facilities"",""Postal Code"":""N6G 2J4"",""Propane"":0,""Renewable1"":0,""Renewable2"":0,""Total Floor Area"":9330,""Unit1"":""Square feet"",""Unit10"":""Giga Joule"",""Unit2"":""kWh"",""Unit3"":""Cubic Meter"",""Unit4"":""Litre"",""Unit5"":""Litre"",""Unit6"":""Litre"",""Unit7"":""Metric Tonne"",""Unit8"":""Metric Tonne"",""Unit9"":""Giga Joule"",""Wood"":0,""full_address"":"""",""geocode"":"""",""lat"":43.012026,""lng"":-81.291877,""year"":2012,""index"":539}}",101 WINDERMERE RD,0,126,London,0,,0,0,16110.51,0,0,0,16,0,0,0,0,,EP WILLIAMS ESTATE,Cultural facilities,N6G 2J4,0,0,0,9330,Square feet,Giga Joule,kWh,Cubic Meter,Litre,Litre,Litre,Metric Tonne,Metric Tonne,Giga Joule,0,,,43.012026,-81.291877,2012
