Operation Name,Operation Type,Address,City,Postal Code,Total Floor Area,Unit1,Average Hours Per Week,Annual Flow,Electricity,Unit2,Natural Gas,Unit3,Fuel Oil 1 & 2,Unit4,Fuel Oil 4 & 6,Unit5,Propane,Unit6,Coal,Unit7,Wood,Unit8,District Heat,Unit9,Renewable1,Emission Factor1,District Cool,Unit10,Renewable2,Emission Factor2,GHG Emissions (Kg),Energy Intensity (ekWh/sqft),Energy Intensity (ekWh/Mega Litres),Comments
GREENWAY PARK #2,Other,5 GREENSIDE AVE,LONDON,N6J 2X5,"1,001.00",Square feet,168,0.00000,52.53323,kWh,,,,,,,,,,,,,,,,,,,,,1.86745,0.05248,0.00000,
GREENWAY PCC,Facilities related to the treatment of sewage,109 GREENSIDE AVE,LONDON,N6J 2X5,"35,952.00",Square feet,70,42705.00000,"25,883,059.00000",kWh,"435,368.82852",Cubic Meter,,,,,,,,,,,,,,,,,,,"1,743,211.04348",848.63323,714.43770,
GROSVENOR LODGE,Cultural facilities,1017 WESTERN RD,LONDON,N6G 1G5,"9,220.00",Square feet,126,0.00000,"50,088.00000",kWh,"11,784.23399",Cubic Meter,,,,,,,,,,,,,,,,,,,"24,060.11918",19.01607,0.00000,
HAMILTON RD SENIORS CENTRE,Community centres,898 TRAFALGAR ST,LONDON,N5Z 1G2,"8,622.00",Square feet,168,0.00000,"90,318.11972",kWh,"13,440.59414",Cubic Meter,,,,,,,,,,,,,,,,,,,"28,621.77870",27.04265,0.00000,
HAMLYN PARK-EQUIPMENT BLDG,Other,101 DENNIS AVE,LONDON,N6P 1B5,"1,266.00",Square feet,168,0.00000,"1,599.88000",kWh,,,,,,,,,,,,,,,,,,,,,56.87253,1.26373,0.00000,
HARRIS PARK,Other,531 RIDOUT ST N,LONDON,N6A 2P9,800.00,Square feet,168,0.00000,"29,564.00000",kWh,,,,,,,,,,,,,,,,,,,,,"1,050.94107",36.95500,0.00000,
HAZELDON PUMP STN,Facilities related to the treatment of sewage,32 1/2 HAMPTON CRES,LONDON,N6H 2N8,0.00,Square feet,168,49.11000,"11,039.72224",kWh,,,,,,,,,,,,,,,,,,,,,392.44005,0.00000,224.79581,
HUNT CLUB PUMP STN,Facilities related to the pumping of sewage,104 FITZWILLIAM BLVD,LONDON,N6H 5H4,625.00,Square feet,168,660.80000,"62,416.18250",kWh,,,,,,,,,,,,,,,,,,,,,"2,218.77046",99.86589,94.45548,
HURON PUMP STN,Facilities related to the pumping of sewage,1099 WILLIAM ST,LONDON,N5Y 2V4,256.00,Square feet,168,118.98000,"16,779.00000",kWh,,,,,,,,,,,,,,,,,,,,,596.45989,65.54297,141.02370,
HYDE PARK PUMP STN,Facilities related to the pumping of sewage,1439 STAFFORDSHIRE RD,LONDON,N6H 5P8,"1,313.00",Square feet,168,703.71000,"83,288.77940",kWh,7.79800,Cubic Meter,,,,,,,,,,,,,,,,,,,"2,975.49264",63.49707,118.47445,
HYDE PARK PUMP STN,Facilities related to the pumping of water,1439 STAFFORDSHIRE RD,LONDON,N6H 5P8,"1,313.00",Square feet,168,2045.50000,"83,288.77940",kWh,7.79800,Cubic Meter,,,,,,,,,,,,,,,,,,,"2,975.49264",63.49707,40.75857,
HYDE PARK WELL,Facilities related to the pumping of water,500 HYDE PARK RD,LONDON,N6H 4Z9,70.00,Square feet,168,0.08000,"11,935.00000",kWh,,,,,,,,,,,,,,,,,,,,,424.26538,170.50000,"149,187.50000",
IVEY PARK-PAVILLION,Other,331 THAMES ST,LONDON,N6A 5N8,"1,350.00",Square feet,70,0.00000,"7,160.68855",kWh,,,,,,,,,,,,,,,,,,,,,254.54816,5.30421,0.00000,
J ALLAN TAYLOR BLDG,"Administrative offices and related facilities, including municipal council chambers",267 DUNDAS ST,LONDON,N6A 1H2,"26,110.00",Square feet,168,0.00000,"260,502.00000",kWh,"14,589.00000",Cubic Meter,,,,,,,,,,,10.88000,Giga Joule,No,,"1,420.01000",Giga Joule,No,,"41,746.77721",20.60905,0.00000,
JESSE DAVIDSON PARK 1-2 SPL PAD,Other,731 VISCOUNT RD,LONDON,N6J 4G9,500.00,Square feet,126,0.00000,"1,255.46142",kWh,,,,,,,,,,,,,,,,,,,,,44.62914,2.51092,0.00000,
KINSMEN ARENA SPLASH PAD,Indoor ice rinks,20 GRANVILLE ST,LONDON,N6H 1J3,"56,520.00",Square feet,168,0.00000,"1,220,484.00000",kWh,"99,774.00000",Cubic Meter,,,,,,,,,,,,,,,,,,,"232,021.18353",40.35492,0.00000,
KIWANIS PARK PAVILLION SPL PAD,Other,612 HALE ST,LONDON,N5W 1H4,"1,253.00",Square feet,126,0.00000,"6,785.74181",kWh,,,,,,,,,,,,,,,,,,,,,241.21955,5.41560,0.00000,
KIWANIS SENIOR CENTRE,Community centres,78 RIVERSIDE DR,LONDON,N6H 1B4,"17,200.00",Square feet,168,0.00000,"243,736.63286",kWh,"20,379.02511",Cubic Meter,,,,,,,,,,,,,,,,,,,"47,193.48493",26.76281,0.00000,
LABATT PARK-CLUB HOUSE,Other,25 WILSON AVE,LONDON,N6H 1X2,"1,425.00",Square feet,168,0.00000,"1,266.99349",kWh,,,,,,,,,,,,,,,,,,,,,45.03908,0.88912,0.00000,
LABATT PARK-ENTRANCE SSTNDS,Other,25 WILSON,LONDON,N6H 1X2,"2,850.00",Square feet,126,0.00000,"2,952.98043",kWh,,,,,,,,,,,,,,,,,,,,,104.97255,1.03613,0.00000,
LABATT PARK-NSTNDS - JANITORS RM,Other,25 WILSON ST,LONDON,N6H 1X2,"5,740.00",Square feet,168,0.00000,"41,543.61637",kWh,,,,,,,,,,,,,,,,,,,,,"1,476.79247",7.23756,0.00000,
LABATT PARK-SSTND,Other,25 WILSON AVE,LONDON,N6H 1X2,"17,736.00",Square feet,126,0.00000,"242,764.45307",kWh,,,,,,,,,,,,,,,,,,,,,"8,629.79078",13.68767,0.00000,
LAMBETH ARENA,Indoor ice rinks,7112  BEATTIE ST,LONDON,N6P 1A2,"38,519.00",Square feet,126,0.00000,"633,600.00000",kWh,,,,,,,,,,,,,,,,,,,,,"22,523.21280",16.44903,0.00000,
LAMBETH CC (NG ALSO FEEDS ARENA),Community centres,7112 BEATTIE ST,LONDON,N6P 1A2,"17,600.00",Square feet,168,0.00000,897.90000,kWh,"67,845.57472",Cubic Meter,,,,,,,,,,,,,,,,,,,"128,302.59394",41.01963,0.00000,
LAMBETH PARK (CAMPBELL ST)-BALL DIAMOND,Other,4200 CAMPBELL,LONDON,N6P 1S7,642.00,Square feet,168,0.00000,"6,741.84375",kWh,,,,,,,,,,,,,,,,,,,,,239.65906,10.50131,0.00000,
LANDFILL-W12-A,Other,3502 MANNING DR,LONDON,N6L 1K6,"2,183.00",Square feet,168,0.00000,"354,842.87665",kWh,"29,452.11056",Cubic Meter,,,,,,,,,,,,,,,,,,,"68,296.91000",305.93373,0.00000,
LITTLE LEAGUE PARK,Other,65 TWEED CRES,LONDON,N5X 1Z5,110.00,Square feet,168,0.00000,"5,546.95357",kWh,,,,,,,,,,,,,,,,,,,,,197.18311,50.42685,0.00000,
MCMAHEN PARK,Other,640 ADELAIDE ST N,LONDON,N6B 2G4,"1,150.00",Square feet,168,0.00000,"3,784.08409",kWh,,,,,,,,,,,,,,,,,,,,,134.51662,3.29051,0.00000,
MCMAHEN PARK-PKG LOT-POLE BASE,Other,640 ADELAIDE ST N,LONDON,N6B 2G4,"1,150.00",Square feet,60,0.00000,"2,715.60000",kWh,,,,,,,,,,,,,,,,,,,,,96.53415,2.36139,0.00000,
MCMANUS BOATHOUSE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",199 WONDERLAND RD S,LONDON,N6K 3T3,"6,127.00",Square feet,168,0.00000,"20,676.30186",kWh,"6,457.03126",Cubic Meter,,,,,,,,,,,,,,,,,,,"12,942.83881",14.57486,0.00000,
MEADOWGATE PARK,Other,3155 MEADOWGATE BLVD,LONDON,N6M 1L5,710.00,Square feet,126,0.00000,"3,674.00000",kWh,,,,,,,,,,,,,,,,,,,,,130.60335,5.17465,0.00000,
MEDWAY ARENA & SPLASH,Indoor ice rinks,119 SHERWOOD FOREST SQ,LONDON,N6G 2C3,"25,022.00",Square feet,168,0.00000,"423,000.00000",kWh,"43,139.00000",Cubic Meter,,,,,,,,,,,,,,,,,,,"96,596.56215",35.22787,0.00000,
MEDWAY PUMP STN,Facilities related to the pumping of sewage,1424 CORLEY DR,LONDON,N6G 2K4,0.00,Square feet,168,4531.79000,"732,885.99355",kWh,,,,,,,,,,,,,,,,,,,,,"26,052.63130",0.00000,161.72108,
MEREDITH PARK-FIELD HOUSE,Other,450 NELSON AVE,LONDON,N6B 1A8,900.00,Square feet,168,0.00000,"3,363.00000",kWh,,,,,,,,,,,,,,,,,,,,,119.54792,3.73667,0.00000,
MURRAY PARK-FIELD HOUSE,Other,75 CLIFTONVALE AVE,LONDON,N6J 1J6,900.00,Square feet,126,0.00000,"1,244.86000",kWh,,,,,,,,,,,,,,,,,,,,,44.25228,1.38318,0.00000,
NICHOLS ARENA,Indoor ice rinks,799 HOMEVIEW RD,LONDON,N6C 5S6,"75,560.00",Square feet,126,0.00000,"2,073,890.00000",kWh,"98,859.00000",Cubic Meter,,,,,,,,,,,,,,,,,,,"260,628.13631",41.35179,0.00000,
